Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 126, Sample, n/a, SFug_F2	Abundances Count: F5: 126, Sample, n/a, SFug_F2	Modifications
Q9W2J4	UDP-glucuronosyltransferase	4.14	2	2	2	43257.134999999995	2	
Q9W2J5	Uncharacterized protein, isoform A	20.87	8	12	0	163556.26919999998	10	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	22.63	3	3	3	59045.024	2	
Q9W2L6	RH02475p	36.23	21	49	21	1809050.7504	49	
Q9W2M0	LD23155p	16.85	11	18	11	293473.3753	17	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	10	44	10	5391516.9006	42	
Q9W2M9	FI16623p1	14.71	2	3	2	53787.902	3	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	13.92	1	3	1	44726.3071	3	
Q9W2S2	Autophagy-related 8a, isoform A	17.36	3	7	1	235683.7753	6	
Q9W2U8	Neb-cGP, isoform A	20.83	1	9	1	183747.23369999998	5	
Q9W2V2	FI20035p1	10.07	5	5	5	40528.1965	4	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	109	11	19093233.2107	96	
Q9W2Z7	Uncharacterized protein, isoform B	15.93	6	22	0	203631.53139	18	
Q9W2Z9	RE65233p	8.65	2	2	2	39164.092000000004	2	
Q9W306	GEO08256p1	14.05	2	2	2	29114.152000000002	2	
Q9W308	GH05731p	16.18	2	3	2	58500.455	3	
Q9W309	GEO08445p1	38.27	7	10	7	213580.679	8	
Q9W314	GH14088p	9.07	4	4	3	85588.87950000001	4	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	14.85	10	10	10	94755.9525	8	
Q9W330	Phosphotransferase	44.18	19	34	3	1595562.5066	32	
Q9W335	Translocon-associated protein subunit alpha	20.2	3	3	3	99982.258	3	
Q9W337	GH19985p	44.5	8	13	8	175362.0508	11	
Q9W350	C11.1, isoform A	1.55	2	2	2	1764.1957	1	
Q9W370	GEO12084p1	38.52	4	8	4	265698.7288	7	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	1.4	1	1	1	9060.999	1	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	0.87	1	1	1	3837.5967	1	
Q9W392	T-complex protein 1 subunit beta	31.96	16	29	16	1110288.78274	27	
Q9W396	FI06908p	17.5	6	7	6	161897.064	6	
Q9W3B3	Uroporphyrinogen-III synthase	6.86	2	2	2	25409.555	2	
Q9W3C3	LD10016p	19.53	9	11	9	154428.74167	9	
Q9W3C4	beta-N-acetylhexosaminidase	8.36	5	5	5	25702.56583	5	
Q9W3F6	Bleomycin hydrolase	17.01	7	8	1	63210.084	6	
Q9W3G8	pyridoxal 5'-phosphate synthase	15.02	3	3	3	48302.827	3	
Q9W3H4	LD36273p	52.23	11	23	11	620551.9519	21	
Q9W3J1	G protein beta subunit 5	19.27	5	5	5	63555.4966	5	
Q9W3J6	FI06457p	2.33	1	1	1	5050.2573	1	
Q9W3K6	LD35927p	4.62	4	5	3	130762.88	5	
Q9W3K9	Short-chain dehydrogenase/reductase 3	26.25	9	16	9	793810.0988500001	15	
Q9W3L4	GH20802p	20.29	8	14	8	360970.06255000003	13	
Q9W3M7	RNA helicase	13.12	12	14	11	105632.58504	11	
Q9W3M8	LD34211p	38.19	8	9	8	341802.0329	8	
Q9W3N1	RH59310p	3.12	1	1	1	18572.42	1	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	35.71	2	6	2	92412.924	6	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	42.44	14	33	14	1501924.694	33	
Q9W3Q0	FI07418p	10.09	2	5	1	3096.654	1	
Q9W3Q1	GM14286p	5.68	2	2	2	4389.1006	2	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	21.43	6	10	6	217633.6501	10	
Q9W3S3	LP10445p	16.22	2	3	2	4754.1807	1	
Q9W3T2	Coiled-coil domain-containing protein 25	23.92	7	8	7	121577.05089999999	8	
Q9W3T9	GM01152p	31.93	8	17	8	389141.18599	17	
Q9W3U9	CG14434-PA	26.74	5	6	0	152263.34005	6	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	10.89	3	4	3	12790.27897	3	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	17.81	4	5	4	108361.227	5	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	57.71	11	52	11	3364587.8028	50	
Q9W3X8	RH42690p	11.42	4	5	4	16538.211	4	
Q9W3Y3	Calcyclin-binding protein	39.13	9	14	9	243354.9699	11	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	55.19	10	61	10	1972873.64657	49	
Q9W403	LD24968p	14.47	6	7	6	40027.0147	6	
Q9W404	GH10714p	17.98	6	8	5	62366.892199999995	6	
Q9W411	Uncharacterized protein, isoform A	4.7	1	2	1	21058.106	2	
Q9W414	Regulatory particle triple-A ATPase 4	44.33	18	28	13	959749.87046	27	
Q9W425	Rabconnectin-3A	0.99	3	3	3	15405.670600000001	2	
Q9W457	Serine hydroxymethyltransferase	33.15	22	60	0	2543480.47455	49	
Q9W461	LD23868p	11.54	6	8	6	91764.1232	7	
Q9W483	GH18971p	8.49	3	6	3	47575.5245	3	
Q9W486	LD13361p	3.58	2	2	0	13996.7935	2	
Q9W499	Large ribosomal subunit protein uL29	11.38	2	5	2	205775.87	4	
Q9W4A0	GH11193p	31.98	6	10	6	237846.115	9	
Q9W4A6	Otopetrin-like a, isoform A	4.8	4	4	1	20659.03914	4	
Q9W4C2	lysozyme	11.84	2	3	2	43523.755000000005	3	
Q9W4I3	Large ribosomal subunit protein uL30m	35.56	8	8	8	109575.02110000001	8	
Q9W4J7	Uncharacterized protein	3.66	1	1	1	14186.24	1	
Q9W4K0	CHOp24, isoform A	42.79	8	22	8	723735.7726	18	
Q9W4M7	Twenty-four, isoform B	1.2	2	2	1	2696.0067	2	
Q9W4N8	LD30122p	50.93	10	48	0	2724180.81	44	
Q9W4U2	RH09070p	45.38	8	22	8	673155.117	19	
Q9W4W4	RING-type E3 ubiquitin transferase	1.44	1	1	1	8419.745	1	
Q9W4W5	RE47284p	13.77	5	6	5	207336.443	6	
Q9W4W8	Paraplegin, isoform A	15.26	12	16	12	179234.3615	12	
Q9W4Y1	aralkylamine N-acetyltransferase	26.32	6	10	6	222078.0796	10	
Q9W4Z1	EG:BACH48C10.5 protein	3.08	3	3	0	4982.3898	2	
Q9W4Z2	Large ribosomal subunit protein uL14m	25.47	5	5	5	41052.255	4	
Q9W503	RH61816p	35.31	10	15	10	428280.3839	13	
Q9W5B4	GH18858p	27.59	8	18	8	145691.6595	12	
Q9W5B5	Gamma-butyrobetaine dioxygenase	2.46	1	1	1	10912.924	1	
Q9W5G7	EG:BACR37P7.8 protein	4.25	1	2	0	58987.949	2	
Q9W5R5	Sarcolemmal membrane-associated protein	4.12	4	4	4	45474.3277	4	
Q9W5W7	GH19483p	5.32	3	3	3	34651.9967	2	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	45.83	13	26	13	990681.7618	26	
Q9W5X0	LD21953p	19.4	4	21	0	116188.98	2	
Q9XTL2	Jak pathway signal transduction adaptor molecule	13.79	9	11	9	140675.3183	10	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	22.49	6	7	6	114023.2849	7	
Q9XYZ9	Glutathione S transferase E12, isoform A	59.64	11	56	11	5219815.5775	50	
Q9XZ19	Uncharacterized protein	13.29	4	6	4	109047.246	6	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	38.58	12	21	12	442937.2996	20	
Q9Y0Y5	Coatomer subunit epsilon	29.41	9	16	9	360244.5358	15	
Q9Y112	BcDNA.GH10614	74.68	22	78	20	4922935.876089999	66	
Q9Y114	UBX domain-containing protein 4	32.77	19	32	19	427083.04164	29	
Q9Y119	BcDNA.GH08860	19.65	16	22	16	187336.8228	19	
Q9Y125	BcDNA.GH08312	23.19	22	81	2	5295836.5739	67	
Q9Y128	Ceramide transfer protein	6.16	4	5	2	54400.3073	4	
Q9Y136	Neprilysin-like 21	9.9	6	6	5	48421.7885	6	
Q9Y143	BcDNA.GH05536	50.38	10	42	10	1785552.8488999999	33	
Q9Y156	BcDNA.GH02976	10.39	3	4	3	32766.2144	4	
Q9Y162	vesicle-fusing ATPase	36.88	21	44	21	1560439.80503	40	
Q9Y164	BcDNA.GH02439	56.52	18	85	0	3802747.4568	78	
Q9Y165	E2 ubiquitin-conjugating enzyme	6.31	2	2	2	6213.1626	1	
Q9Y171	BcDNA.GH02220	10.2	4	6	4	48605.6977	6	
R9PY51	Uncharacterized protein	34.95	5	71	5	1373038.92426	28	
X2J4C1	Synaptotagmin 1, isoform I	63.35	27	89	1	3509337.97904	80	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	6.13	8	8	1	110449.5123	6	
X2J979	Synaptotagmin 1, isoform H	64.06	28	90	1	121602.4703	7	
X2JAT7	Fasciclin 3, isoform G	15.26	7	20	1	50457.603	2	
X2JAZ3	mitogen-activated protein kinase kinase	5.85	3	5	0	56722.513100000004	5	
X2JB48	ADP/ATP translocase	67.56	22	106	1	4615940.4713	91	
X2JCY4	Stoned B, isoform H	15.39	15	23	0	326790.31074	22	
X2JDJ5	Multiple edematous wings, isoform F	2.09	2	2	0	23868.6706	2	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	21.85	11	91	0	4978057.1364	68	
X2JEN5	Uncharacterized protein, isoform H	20.36	4	6	2	25139.119	2	
X2JKC1	Lipid storage droplet-2, isoform E	43.58	12	36	0	23045.1348	2	
P10674	Fasciclin-1	51.07	33	127	1	866.08295	1	
P32865	G protein-coupled receptor kinase 1	1.0	1	1	0	2160.1282	1	
Q08605	Transcription activator GAGA	2.24	1	1	0	19879.066	1	
Q9V3H8	NTF2-related export protein	5.26	1	1	0	4039.5962	1	
Q9V770	Probable cytochrome P450 6a17	4.99	3	4	0	10129.0193	2	
Q9VE09	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	4.13	2	2	2	10306.07	1	
Q9VES1	ADP-ribosylation factor-like protein 6-interacting protein 1	4.06	1	1	0	18566.016	1	
Q9VK68	PITH domain-containing protein CG6153	3.79	1	1	0	10778.094	1	
Q9VPD2	Cytosolic Fe-S cluster assembly factor Nubp2 homolog	3.46	1	1	1	1736.4274	1	
Q9VVW5	Dual specificity protein phosphatase Mpk3	6.57	3	3	0	28869.9598	3	
Q9VWS2	Nucleoporin Nup35	2.11	1	1	1	6268.096	1	
Q9W568	Protein halfway	3.11	1	1	0	802.6248	1	
Q9XZT1	Mediator of RNA polymerase II transcription subunit 18	4.61	1	1	0	1595.7966	1	
Q9Y0Y6	Nuclear receptor-binding protein homolog	1.73	1	1	0	590.1768	1	
A0A0B4JD15	Guanine nucleotide-binding protein subunit alpha	11.38	4	9	0	52890.2964	3	
A0A0B4K7U4	Muscleblind, isoform H	2.0	2	2	0	21080.2495	2	
A0A0B4KEZ2	Nervy, isoform D	2.77	2	2	0	4451.6543	1	
A0A0B4KFE3	Toutatis, isoform F	0.26	1	1	0	13759.492	1	
A0A0S0WPM5	Uncharacterized protein, isoform D	6.85	2	2	0	6367.37784	2	
A0ACD4DAB9	Bruchpilot, isoform R	53.14	99	280	0	91504.588	2	
A1Z7M0	Space blanket	5.71	1	1	1	6895.274	1	
A1ZA97	Carboxylic ester hydrolase	1.79	1	1	1	629.2493	1	
A8JNQ4	RNA-binding Fox protein 1, isoform I	5.65	4	4	0	47129.277	3	
B5RJS0	IP20241p	0.73	1	1	0	786.8152	1	
E1JHJ9	Cytoplasmic linker protein 190, isoform M	31.18	45	75	1	9475.077000000001	2	
E1JJM0	FI20063p1	16.38	9	12	0	124703.12145	10	
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	3.22	1	1	1	5946.0986	1	
M9PEX2	Uncharacterized protein, isoform D	24.63	12	25	1	10144.988	1	
M9PHI0	Hyperkinetic, isoform M	7.78	5	5	1	121191.1434	4	
Q0E9D9	Uncharacterized protein, isoform A	23.19	13	25	1	13350.812	1	
Q5U0V7	phosphoinositide 5-phosphatase	0.66	1	1	1	3679.8342	1	
Q6NLA3	V-type proton ATPase subunit a	7.39	5	8	0	243080.7767	8	
Q7K1Q7	Ribosome assembly factor mrt4	9.77	3	3	3	104201.575	2	
Q7K1W4	Epoxide hydrolase	2.35	1	1	1	709.20764	1	
Q7PLV6	FI02158p	0.85	1	1	1	2241.6897	1	
Q8I937	Ribosome biogenesis regulatory protein	7.45	3	3	3	26745.54	3	
Q8MPN6	Serpin 4	17.68	6	7	0	3280.429	1	
Q9I7N2	Nucleoporin NUP42	2.01	1	1	0	7483.9443	1	
Q9VCS2	Short-chain dehydrogenase/reductase 3	7.17	2	2	2	15417.34	1	
Q9VG79	Xaa-Pro dipeptidase	3.26	2	2	2	8963.307	1	
Q9VHX1	LD44032p	4.04	1	1	1	2476.5757	1	
Q9VKC1	IP16805p	3.89	1	1	1	12035.082	1	
Q9VM94	Homer, isoform B	43.32	14	33	1	7108.71	1	
Q9VRT7	U6 snRNA-associated Sm-like protein LSm5	46.15	2	3	2	9017.4214	2	
Q9VSE8	UDP-glucuronic acid decarboxylase 1	3.85	2	2	2	7748.0117	2	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	14.74	2	3	2	130896.823	3	
Q9VTY1	LD40136p	2.4	1	2	1	22849.076	1	
Q9VYI2	BRMS1 transcriptional repressor	3.09	1	1	1	3085.3877	1	
Q9W2N5	GH10162p	3.47	2	2	2	2371.451	1	
Q9W362	La-related protein 7	1.85	1	1	1	3432.6565	1	
Q9W525	LD08195p	2.32	1	1	0	8628.049	1	
Q9XYN7	Proteasome subunit beta type-3	4.88	1	1	1	39566.59	1	
A0A6M3Q6Z1	Stambha A, isoform F	1.56	1	1	0	5651.323	1	
B7YZX9	Uncharacterized protein, isoform B	17.62	3	5	0	97060.1735	5	
E1JJ83	Os-C, isoform B	7.19	1	1	0	3023.36	1	
M9PCB7	Trailer hitch, isoform G	21.93	10	18	0	209208.7907	15	
Q7JVH0	Splicing factor YJU2	4.8	1	1	1	9699.04	1	
Q7JVK1	Large ribosomal subunit protein uL18m	11.83	2	2	2	10678.303	1	
Q86BB4	Transforming acidic coiled-coil protein, isoform E	39.18	10	10	1	6177.5557	1	
Q8IQ80	GH06117p	3.39	2	2	0	4237.87473	2	
Q9VHW5	LD38634p	4.76	1	1	1	1878.0005	1	
Q9VIZ1	Dynactin subunit 6	8.11	1	2	1	26677.5606	2	
Q9VJG2	RRM domain-containing protein	1.84	1	1	1	11131.761	1	
Q9W5C1	RE02292p	1.55	1	1	1	425.5288	1	
Q7K4H4	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	1.53	1	1	0	4067.323	1	
Q9VMV6	Thioredoxin reductase-like selenoprotein T homolog CG3887	10.1	1	2	0	6633.326300000001	2	
A0A0B4K838	Guanine nucleotide-binding protein subunit gamma	10.61	1	1	1	13871.919	1	
B7Z0L1	Fasciclin 1, isoform E	51.92	32	126	0	7005181.5655	113	
E1JH70	Kank, isoform E	1.28	1	1	0	2646.6567	1	
M9NFP1	Jim, isoform E	0.85	1	1	0	10194.036	1	
Q7K231	RING-type E3 ubiquitin transferase	3.87	2	2	2	8936.6797	2	
Q7KN85	ATP-citrate synthase	10.79	9	11	1	3003.3364	1	
Q8IQH6	Nebulosa, isoform A	4.88	2	2	0	13427.796199999999	2	
Q9VBS0	CHK domain ov2	2.2	1	1	1	2438.317	1	
Q9VCH9	LD07883p	4.72	1	1	1	4052.721	1	
Q9VDJ8	Cuticular protein 92F	2.89	1	3	1	12314.59965	3	
Q9VFB5	DNA-directed RNA polymerase II subunit RPB7	11.56	2	2	2	15167.131399999998	2	
Q9VID7	Lethal (2) k14505, isoform A	2.51	1	1	1	11860.79	1	
Q9VL69	Translocon-associated protein subunit gamma	10.0	2	3	2	60205.267	3	
Q9VLX9	Uncharacterized protein, isoform B	20.93	1	1	1	7782.3394	1	
Q9VMY3	FI19613p1	1.5	1	1	1	10970.109	1	
Q9VS80	FI17864p1	2.6	1	2	1	4869.9785	1	
Q9VZF0	LD44732p	3.61	1	1	1	3504.2407	1	
Q9VZX7	Autophagy-related protein 2	1.05	2	4	2	17627.5947	2	
Q9W249	IP21806p	2.24	1	1	1	643.4928	1	
A0A0B4K6A2	Glial cell line-derived neurotrophic family receptor-like, isoform I	0.6	1	1	0	9683.935	1	
A0A0B4K6E6	Uncharacterized protein, isoform C	13.21	1	3	0	63922.774999999994	3	
A0A0B4KFS3	Thiamine pyrophosphokinase 1	3.64	1	1	0	33006.94	1	
D1YSG8	calcium/calmodulin-dependent protein kinase	33.15	19	42	1	193031.0835	7	
M9PCQ3	Protein phosphatase 1 regulatory subunit 12B	6.66	7	7	0	8348.683	1	
Q0KHQ1	GEO13361p1	11.11	1	1	1	685.63696	1	
Q4QPR8	GEO10187p1	19.51	2	2	2	19767.135400000003	2	
Q7KV89	Mitogen-activated protein kinase kinase kinase kinase	0.64	1	3	0	126190.771	3	
Q9V415	HMG-coA reductase degradation 3, isoform A	1.1	1	1	1	2953.8462	1	
Q9VEV5	Small ribosomal subunit protein mS33	6.19	1	1	1	13382.199	1	
Q9VLL5	Alpha-N-acetylglucosaminidase	0.9	1	1	1	935.09894	1	
Q9VV37	GEO13385p1	10.1	1	5	1	14937.834	2	
Q9VVX6	BET1 homolog	16.24	2	2	2	63423.887	2	
Q9VWH1	Uncharacterized protein, isoform D	4.94	1	1	0	13621.849	1	
Q9W152	RH33060p	16.9	1	1	1	6782.9897	1	
A0A0B4K7H1	Hulk, isoform M	7.71	7	9	0	14244.940999999999	2	
E1JGW3	Ion transport peptide, isoform E	8.33	1	2	0	48968.553	2	
M9PDY5	Girdin, isoform C	0.94	1	1	0	7252.073	1	
Q9VAI3	FI06539p	10.08	1	2	1	22012.951	2	
Q9VB09	IP04131p	5.73	1	1	1	26404.195	1	
Q9VV18	Cuticle protein 16.5	8.24	1	3	1	69664.4033	3	
Q9VZN6	Lipase domain-containing protein	4.36	1	1	1	5311.678	1	
Q9W5E7	LP07417p	11.4	1	1	1	3576.617	1	
P17917	DNA sliding clamp PCNA	2.69	1	1	1	9950.725	1	
Q9VMP9	Glucosamine-6-phosphate deaminase	15.02	5	7	0	266965.56700000004	6	
A0A0B4KGZ0	Methyl-CpG binding domain protein-like, isoform C	2.65	1	1	0	2058.1946	1	
A0A0B4KHA7	Julius seizure, isoform D	18.01	5	8	0	10010.828000000001	2	
A0A0C4DHE7	Glutamate dehydrogenase	47.83	18	60	1	20927.734	1	
A1Z872	CAP, isoform D	25.05	11	20	1	3492.1106	1	
A4UZU8	Sterile20-like kinase, isoform G	5.13	6	7	1	11096.729	1	
Q0KI97	Protein FMC1 homolog	6.93	1	1	1	15587.151	1	
Q7K3Z8	GH01208p	13.24	2	2	2	2879.7952	1	
Q9VAN8	FI15955p1	6.46	1	1	1	6522.657	1	
Q9VLL4	FI23523p1	1.81	1	1	1	3105.2615	1	
Q9VT55	Uncharacterized protein, isoform N	3.73	5	8	0	45488.043999999994	2	
P08841	Tubulin beta-3 chain	23.13	10	131	0	12510.325	1	
Q7JZM8	Large ribosomal subunit protein mL41	9.64	1	1	1	18259.234	1	
Q8IRU4	3',5'-cyclic-AMP phosphodiesterase, isoform F	16.77	9	12	1	1862.0363	1	
Q9VTT0	Semaphorin 5c	0.91	1	1	1	9263.394	1	
Q9XZT7	Transcription initiation factor TFIID subunit 10b	8.9	1	1	1	758.2955	1	
A0A0B4LF27	Uncharacterized protein, isoform C	6.31	3	3	0	14534.4287	2	
Q9W3S4	LD46272p	3.11	1	1	1	3671.908	1	
A8JQX3	Nocturnin	1.71	1	1	1	3868.3765	1	
Q9VCI5	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	5.49	1	2	1	71567.325	2	
A8JNN5	GTPase activating protein and centrosome-associated, isoform B	1.09	1	1	0	2076.8604	1	
B7Z0Z7	Venom dipeptidyl peptidase 4	6.9	6	7	0	75095.9957	7	
Q7JY89	RE35124p	15.0	1	1	1	4764.024	1	
Q9VAN1	Reelin domain-containing protein	12.5	2	3	2	41284.7757	3	
A8JUP7	Serine protease Hayan	1.1	1	1	1	7443.872	1	
P07664	Serendipity locus protein delta	2.54	1	1	1	17170.514	1	
M9MS21	Uncharacterized protein, isoform A	2.77	1	4	0	456691.698	4	
Q9VGM4	LD28119p	2.94	1	1	1	3293.164	1	
M9MRD1	Muscle-specific protein 300 kDa	1.44	17	17	0	48061.36482	5	
Q9VS38	Mediator of RNA polymerase II transcription subunit 4	7.36	2	2	2	26055.807	2	
E1JJ37	Complexin, isoform W	65.47	9	67	1	9338.016	1	
Q7K0D3	CG12909 protein	3.2	1	1	1	7974.973	1	
Q962I2	small monomeric GTPase	50.76	8	21	1	7342.5366	1	
Q9VF73	FI17904p1	0.98	1	1	0	4047.9968	1	
Q9VSK1	GH09510p	2.72	2	2	2	825.9195	1	
P18930	NADH-ubiquinone oxidoreductase chain 3	9.4	1	2	1	60416.504	2	
A4V134	calcium/calmodulin-dependent protein kinase	33.99	19	42	1	10497.991	1	
M9NDS8	Protein phosphatase 1 regulatory subunit 12B	6.1	7	7	0	64818.11985	7	
Q29R09	LD28546p	3.02	1	1	1	730.49506	1	
Q6AWJ5	LP12324p	23.56	8	11	1	3020.5806	1	
Q8I0P8	Cuticular protein 65Av	10.81	1	2	1	4459.8439	2	
Q9VQT5	FI01556p	13.92	1	3	1	60794.032	3	
Q9W0A9	GM02612p	3.06	1	1	1	5565.589	1	
Q9VTU4	Eukaryotic translation initiation factor 3 subunit L	1.67	1	1	1	6425.4937	1	
Q9I7C6	Cuticular protein 65Ax1	28.43	2	2	2	29047.484	1	
Q9VKW3	Activator 1 subunit 5	8.13	3	3	3	9799.871	1	
Q9VT02	Chitin-binding type-2 domain-containing protein	6.36	1	1	1	11462.763	1	
Q9VV29	GEO12576p1	9.68	1	2	0	20321.316	2	
P45884	Attacin-A	5.36	1	1	0	28609.336	1	
A8JNC7	Dpr-interacting protein delta, isoform D	1.92	1	1	0	2031.3489	1	
O61348	Bobby sox	3.51	2	2	2	1885.207	1	
Q8INE8	type I protein arginine methyltransferase	1.69	1	1	0	4655.454	1	
Q9VI70	GPN-loop GTPase 3	3.18	1	1	1	14899.622	1	
Q9VV27	MIP11526p	7.63	1	1	1	17014.45	1	
A1ZAX7	Uncharacterized protein	6.35	1	2	1	27218.8523	2	
Q9VEQ0	Xylulose kinase	3.62	2	2	2	8364.5863	2	
A0A6M3Q6V5	poly(A)-specific ribonuclease	6.16	2	2	0	46552.76	2	
M9PE05	Encore, isoform H	0.6	1	1	0	2691.4722	1	
Q2PDU0	GEO11169p1	9.84	1	2	1	11872.2508	2	
Q9VF46	GH25158p	4.13	1	2	1	14679.4506	2	
Q9VV95	Uncharacterized protein, isoform B	25.42	2	2	2	13571.232100000001	2	
Q9W4I1	Uncharacterized protein	1.26	1	1	1	7582.7373	1	
Q9VC49	DNA-directed RNA polymerases I, II, and III subunit RPABC5	29.85	2	2	2	33922.9975	2	
A8JNU1	adenylate cyclase	1.78	2	3	0	8591.5242	3	
Q7KVR7	AP-1 complex subunit gamma	1.13	1	1	0	1664.8921	1	
Q9W2E3	Negative cofactor 2alpha	3.23	1	1	1	1817.2554	1	
Q7K010	Tetraspanin	3.64	1	1	1	5436.6177	1	
Q9VUR4	FI11905p	18.81	5	8	1	7395.2754	1	
Q9VIU7	Dolichol-phosphate mannosyltransferase subunit 1	5.81	1	1	1	294.63968	1	
Q9VLR2	Cytidine deaminase	5.29	1	1	1	21435.861	1	
P52656	Transcription initiation factor IIA subunit 2	6.6	1	2	1	4101.8181	2	
A8JNV2	Uncharacterized protein	10.71	1	2	1	6893.1347000000005	2	
Q9VDD0	Protein-lysine N-trimethyltransferase SMYD5	3.31	1	2	1	8759.1335	2	
Q9VMH7	Protein-lysine N-methyltransferase CG9154	4.93	1	1	0	12953.229	1	
Q8SWU4	RE25571p	17.3	6	13	1	4721.2527	2	
Q9VRA0	Migration and invasion enhancer 1	7.37	1	1	1	75457.23	1	
P91943	Protein pangolin, isoforms A/H/I/S	1.46	1	1	0	2848.7966	1	
Q8T4E1	Putative GPI-anchor transamidase	3.1	1	1	1	1785.2893	1	
Q9VEP0	Regulatory protein zeste	5.59	2	2	2	8756.0112	2	
Q8SXW3	GV1, isoform B	4.44	1	1	0	16215.732	1	
A1Z9M6	Vesicular inhibitory amino acid transporter	1.46	1	1	1	9742.599	1	
Q8IRN0	FI06485p	3.21	1	1	1	3080.6343	1	
Q9VHS6	Copper transport protein	5.75	1	1	1	4677.973	1	
Q9V5Q4	Pre-mRNA-splicing factor Syf2	12.83	2	2	2	9255.27868	2	
Q9VAD6	Conserved oligomeric Golgi complex subunit 7	1.75	1	1	1	2696.0693	1	
A0A0B4LIG1	Pre-mod(Mdg4)-C, isoform B	9.16	1	1	1	2389.1133	1	
Q8ML92	Protein aveugle	7.55	1	1	1	5154.3315	1	
Q9VT15	GH14734p	8.33	2	2	2	35507.115	2	
Q9W2M8	Large ribosomal subunit protein mL54	7.58	1	1	1	8602.703	1	
A1A750	GEO11067p1	6.93	1	1	1	9094.723	1	
Q9VF83	LD33178p	2.73	1	1	1	7484.8257	1	
X2JCX4	Uncharacterized protein, isoform A	33.33	2	2	2	44320.5527	2	
Q9V8I2	Ragulator complex protein LAMTOR2 homolog	7.2	1	1	1	21972.61	1	
M9PCK0	Decima, isoform D	9.87	2	2	0	22167.452400000002	2	
Q9VUQ8	DCN1-like protein 1	7.29	1	1	0	465.7552	1	
Q9VPA9	LD24894p	1.45	1	1	1	9048.222	1	
Q9VTG8	Ig-like domain-containing protein	8.98	1	1	1	4693.6987	1	
Q8IN81	Sex determination protein fruitless	1.36	1	1	0	334.79855	1	
Q9VT51	Insulin-like peptide 2	5.11	1	1	1	5562.3857	1	
Q9VLJ0	Probable cGMP 3',5'-cyclic phosphodiesterase subunit delta	7.95	1	1	1	9180.459	1	
Q02427	RNA-binding protein 1	14.58	2	4	1	43745.715	1	
M9PBB3	Uncharacterized protein, isoform D	3.92	2	2	0	17255.461	2	
Q7K4Y8	GH22690p	1.65	1	1	1	5011.444	1	
Q9VCQ7	LD40758p	1.61	1	1	1	679.06525	1	
Q9VD48	Bomanin bicipital 3, isoform A	15.31	1	1	1	6928.745	1	
Q9VDL4	LP04613p	2.72	1	1	1	3596.3325	1	
B7Z0S9	Glutathione S transferase D11, isoform B	7.0	2	4	0	25504.5659	3	
Q7K4X4	GH24095p	2.0	1	1	1	2698.5986	1	
Q9VJ06	LD05576p	7.07	2	2	2	9285.9344	2	
Q9VGE8	Tachykinins	6.57	2	2	0	20650.582	2	
A0A0B4KFH9	Uncharacterized protein, isoform B	6.13	1	1	0	13562.488	1	
P42282	Protein tramtrack, alpha isoform	1.11	1	1	0	11661.516	1	
Q8T9L5	Serine/threonine-protein kinase STK11	3.7	2	2	2	3801.3901	2	
Q9VN42	Dorsal interacting protein 2	3.1	1	1	1	11422.7295	1	
Q9GYV9	Mediator of RNA polymerase II transcription subunit 7	7.73	2	2	2	4459.9253	1	
Q9V3A6	Ero1-like protein	1.45	1	1	1	9317.184	1	
Q7KSP6	SET domain binding factor, isoform B	0.86	1	1	0	25028.68	1	
Q0E8K5	AT10158p	4.1	1	1	0	732.9425	1	
Q7K8Y3	IP16419p	14.29	5	6	0	102147.7219	5	
Q8STG9	DSec61alpha	1.89	1	1	1	16371.178	1	
Q9V439	Mediator of RNA polymerase II transcription subunit 22	9.79	1	2	1	8541.047999999999	2	
