Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 126, Sample, n/a, SFug_F3	Abundances Count: F8: 126, Sample, n/a, SFug_F3	Modifications
Q9W542	LD07342p	1.62	1	1	1	6801.5454	1	
Q9Y124	BcDNA.GH08385	2.68	1	1	1	2593.9126	1	
Q7JZM8	Large ribosomal subunit protein mL41	16.27	2	2	2	50574.998	2	
Q8IRU4	3',5'-cyclic-AMP phosphodiesterase, isoform F	22.96	12	20	1	1619.0743	1	
Q9VTT0	Semaphorin 5c	1.92	2	2	2	16699.4347	2	
Q9XZT7	Transcription initiation factor TFIID subunit 10b	14.38	2	2	2	23476.242	2	
A0A0B4LF27	Uncharacterized protein, isoform C	4.29	2	2	0	33082.086	2	
A1Z840	Cdc2-related kinase	4.13	2	3	2	47441.0	1	
G3JX30	Z band alternatively spliced PDZ-motif protein 52, isoform U	57.54	33	110	1	8369.334	1	
Q9VXD7	GH04692p	2.55	1	1	1	419.52853	1	
Q9W3S4	LD46272p	3.11	1	1	1	2719.5754	1	
A8JQX3	Nocturnin	1.87	1	1	1	5328.625	1	
Q9GYV5	NF-kappa-B essential modulator	21.71	6	6	1	13666.702	1	
Q9VUL1	CTP synthase	1.59	1	1	0	17209.256	1	
A0A0B4KI71	Microtubule-associated protein 205, isoform C	26.6	22	40	1	1497.0026	1	
A8JNN5	GTPase activating protein and centrosome-associated, isoform B	0.67	1	1	0	661.6135	1	
B7Z0Z7	Venom dipeptidyl peptidase 4	9.54	9	11	0	170976.60754	11	
M9MRH8	CCR4-NOT transcription complex subunit 4	0.94	1	1	0	495.50174	1	
O76857	BCL7-like	13.64	2	2	2	25942.368000000002	2	
Q7JY89	RE35124p	15.0	1	1	1	2123.5068	1	
Q9VAN1	Reelin domain-containing protein	12.5	2	2	2	69545.42	2	
A8JUP7	Serine protease Hayan	2.2	2	3	2	24587.422599999998	2	
P07664	Serendipity locus protein delta	4.16	2	2	2	22780.057999999997	2	
Q9VGP0	D-aminoacyl-tRNA deacylase	9.49	2	2	2	72314.595	2	
Q9VUR7	Phosducin-like protein 1	6.88	2	2	2	3468.318	1	
L0MPR2	Unc-13, isoform F	0.41	1	1	0	2030.1233	1	
M9MS21	Uncharacterized protein, isoform A	2.77	1	4	0	1062383.4485000002	4	
Q8IQU7	825-Oak	26.36	2	3	0	7929.2914	2	
Q9VGM4	LD28119p	6.76	2	2	2	3665.7764	2	
M9MRD1	Muscle-specific protein 300 kDa	2.65	29	30	0	64125.4787	11	
P11996	Larval serum protein 1 beta chain	0.89	1	1	0	7013.2207	1	
Q9VS38	Mediator of RNA polymerase II transcription subunit 4	3.49	1	1	1	5601.644	1	
Q7K0D3	CG12909 protein	3.2	1	1	1	10567.255	1	
Q962I2	small monomeric GTPase	59.39	10	28	1	219435.615	2	
Q9VSK1	GH09510p	2.72	2	2	2	651.3657	1	
P18930	NADH-ubiquinone oxidoreductase chain 3	9.4	1	2	1	212223.49	2	
A0A0B4KGQ7	Uncharacterized protein, isoform D	2.96	1	2	0	4122.3305	2	
M9NDS8	Protein phosphatase 1 regulatory subunit 12B	12.05	14	16	0	345586.4317	13	
Q29R09	LD28546p	5.79	2	2	2	3934.0346	2	
Q8I0P8	Cuticular protein 65Av	10.81	1	2	1	985.5188	1	
Q8SXC0	GH10306p	6.03	2	2	2	52931.445439999996	2	
Q8SXK2	Probable arginine--tRNA ligase, mitochondrial	3.7	2	2	2	1005.25543	1	
Q9VDC9	protein O-GlcNAcase	5.2	3	3	3	2349.8623	2	
Q9W0A9	GM02612p	3.06	1	1	1	2301.8254	1	
Q9VTU4	Eukaryotic translation initiation factor 3 subunit L	1.67	1	1	1	16511.438	1	
Q9I7C6	Cuticular protein 65Ax1	28.43	2	4	2	135158.4993	4	
Q9VKW3	Activator 1 subunit 5	2.11	1	1	1	26021.115	1	
Q9VT02	Chitin-binding type-2 domain-containing protein	9.25	1	1	1	6458.986	1	
Q9VV29	GEO12576p1	9.68	1	2	0	80559.616	2	
P45884	Attacin-A	5.36	1	2	0	144249.91	2	
A8JNC7	Dpr-interacting protein delta, isoform D	1.92	1	1	0	526.61566	1	
Q8INE8	type I protein arginine methyltransferase	2.32	1	1	0	3519.0251	1	
Q9VI70	GPN-loop GTPase 3	3.18	1	1	1	29342.916	1	
Q9VV27	MIP11526p	15.25	2	2	2	65002.306000000004	2	
O76324	Discs overgrown protein kinase	2.27	1	1	0	1895.4978	1	
Q8MUJ1	Tumor necrosis factor family member eiger	2.41	1	1	1	6319.256	1	
Q9VFL9	FI07901p	6.08	2	2	2	4476.207	2	
A0A0B4JCW7	TBC1 domain family member 30	0.66	2	2	0	441.77982	1	
A0A0B4LGV1	ER membrane protein complex subunit 1	1.87	2	2	0	28951.829	2	
A1ZAX7	Uncharacterized protein	18.25	2	3	2	82881.17790000001	3	
Q9VEQ0	Xylulose kinase	1.99	1	1	1	443.48367	1	
Q9W2Y4	RNA-binding protein NOB1	2.54	1	1	1	16593.166	1	
Q94900	Glutamate-gated chloride channel	2.19	1	1	0	59078.383	1	
A0A0B4KI11	Uncharacterized protein, isoform E	1.24	1	1	0	4825.52	1	
Q2PDU0	GEO11169p1	9.84	1	1	1	11456.531	1	
Q9VF46	GH25158p	7.34	2	3	2	45259.206399999995	3	
Q9VSD8	IP10160p	6.67	2	2	2	9368.053	2	
Q9VV95	Uncharacterized protein, isoform B	11.02	1	1	1	16659.488	1	
Q9VDT6	rRNA methyltransferase 2, mitochondrial	3.6	1	1	1	16886.676	1	
Q9VC49	DNA-directed RNA polymerases I, II, and III subunit RPABC5	13.43	1	2	1	47727.923	2	
Q9VYX7	Peptidoglycan-recognition protein SA	5.42	1	1	0	4006.5845	1	
Q9VGD0	Defective proboscis extension response 15, isoform A	1.36	1	1	1	10574.738	1	
Q9VCE6	N(6)-adenosine-methyltransferase MT-A70-like protein	1.48	1	1	1	598.78705	1	
A8JNU1	adenylate cyclase	1.02	1	1	0	4600.188	1	
Q9W2E3	Negative cofactor 2alpha	3.23	1	1	1	17751.557	1	
Q7JW46	RE25483p	17.0	1	1	1	876.8523	1	
Q7K010	Tetraspanin	5.0	1	2	1	13318.368	2	
Q9VUR4	FI11905p	11.6	4	9	1	18464.758	1	
Q9VIU7	Dolichol-phosphate mannosyltransferase subunit 1	9.54	2	2	2	9444.7207	2	
A0A0B4LGA2	RRM domain-containing protein	1.97	1	1	1	2773.008	1	
A8DYU1	GRAM domain containing 1B, isoform D	0.66	1	1	0	5412.1045	1	
Q9VLR2	Cytidine deaminase	9.41	2	2	2	38238.849	2	
P52656	Transcription initiation factor IIA subunit 2	15.09	2	3	2	52854.4698	3	
Q9VX25	Ubiquitin-conjugating enzyme E2 S	3.35	1	1	0	1836.5049	1	
A8JNV2	Uncharacterized protein	10.71	1	2	1	12794.6374	2	
Q9VRX7	LD29573p	1.32	1	1	1	3968.4048	1	
Q9VMH7	Protein-lysine N-methyltransferase CG9154	4.93	1	1	0	46403.504	1	
O46099	EG:8D8.2 protein	0.78	1	1	1	1899.0558	1	
Q8SWU4	RE25571p	17.3	6	12	1	31061.254	1	
Q9VHW6	18S rRNA (guanine-N(7))-methyltransferase	8.33	2	2	2	16258.5064	2	
Q9VRA0	Migration and invasion enhancer 1	7.37	1	2	1	70362.879	2	
P91943	Protein pangolin, isoforms A/H/I/S	1.46	1	1	0	779.8328	1	
Q8T4E1	Putative GPI-anchor transamidase	2.54	1	1	1	23550.865	1	
M9ND31	Glucosamine-6-phosphate isomerase	13.97	4	5	1	42383.453	1	
Q9VEP0	Regulatory protein zeste	2.17	1	2	1	977.2126	1	
Q8IRD6	Dro4 protein	33.8	2	2	2	55739.246	2	
Q8SXW3	GV1, isoform B	4.44	1	2	0	34087.998	2	
A1Z9M6	Vesicular inhibitory amino acid transporter	2.91	2	2	2	25555.816	2	
Q7JWE2	GH09427p	3.96	1	1	1	4195.7383	1	
Q8IRN0	FI06485p	10.84	2	2	2	17566.599000000002	2	
Q9VHS6	Copper transport protein	5.75	1	1	1	407.6929	1	
D8FT19	MIP22288p	2.35	1	1	0	5292.2974	1	
A0A0B4LIG1	Pre-mod(Mdg4)-C, isoform B	15.27	2	2	2	13595.3204	2	
Q8ML92	Protein aveugle	7.55	1	1	1	20301.67	1	
Q9VEK6	Leucine-rich repeat protein soc-2 homolog	3.59	1	1	0	616.5867	1	
Q8MLR7	phosphatidylinositol-3,5-bisphosphate 3-phosphatase	1.18	1	1	0	3657.1672	1	
Q9VT15	GH14734p	2.78	1	2	1	52076.074	2	
Q9W2M8	Large ribosomal subunit protein mL54	12.88	2	2	2	15252.73487	2	
A1A750	GEO11067p1	18.81	2	2	2	44736.3182	2	
Q9VF83	LD33178p	2.73	1	1	1	6218.9707	1	
X2JCX4	Uncharacterized protein, isoform A	18.52	1	1	1	4278.957	1	
Q9NHV9	Protein vav	3.66	3	3	0	6463.6226	1	
Q9W590	Large subunit GTPase 1 homolog	1.82	1	1	0	7327.462	1	
A0A0B4KEC3	D4, isoform D	2.02	1	1	0	954.0683	1	
Q9V8I2	Ragulator complex protein LAMTOR2 homolog	7.2	1	3	1	71999.06	3	
M9PCK0	Decima, isoform D	4.29	1	1	0	11450.285	1	
Q9VPA9	LD24894p	0.92	1	1	1	9433.102	1	
Q9VSS4	IP05455p	10.32	1	1	1	15412.739	1	
Q8SZ16	Succinate dehydrogenase assembly factor 3, mitochondrial	15.0	2	2	2	45121.299	2	
Q9VT51	Insulin-like peptide 2	19.71	2	2	2	13868.463	1	
A0A0B4JDB9	Eukaryotic translation initiation factor 4E homologous protein, isoform D	4.13	1	2	0	4523.1278	2	
Q7KV26	Kinase	2.6	1	1	1	2233.6025	1	
Q9VLJ0	Probable cGMP 3',5'-cyclic phosphodiesterase subunit delta	4.64	1	1	1	4666.5215	1	
Q9VXB3	Histone deacetylase complex subunit SAP30 homolog	5.78	1	1	0	5359.8154	1	
Q02427	RNA-binding protein 1	29.86	4	5	1	241858.31	1	
M9PBB3	Uncharacterized protein, isoform D	1.57	1	1	0	6500.13	1	
Q9VCQ7	LD40758p	1.61	1	1	1	418.13647	1	
Q9VD48	Bomanin bicipital 3, isoform A	24.49	2	2	2	8270.2438	2	
Q9VDL4	LP04613p	2.72	1	2	1	5702.8454	2	
Q9VQ52	GH27779p	3.93	2	2	1	42425.5331	2	
B7Z0S9	Glutathione S transferase D11, isoform B	7.0	2	2	0	68183.59700000001	2	
M9PHV4	Uncharacterized protein, isoform F	3.18	2	2	0	5585.9467	2	
Q9VGE8	Tachykinins	6.57	2	4	0	25155.69296	4	
A0A0B4KFH9	Uncharacterized protein, isoform B	14.15	2	2	0	40014.827000000005	2	
A1ZBH1	Uncharacterized protein, isoform D	5.57	2	2	0	39791.6	2	
Q29QQ9	Ribosomal RNA-processing protein 42	5.74	2	2	2	21499.07	2	
Q9W4K1	AP-3 complex subunit beta	0.86	1	1	1	1571.8483	1	
P42282	Protein tramtrack, alpha isoform	2.21	2	2	0	10778.886	2	
Q7YU81	Protein charlatan	1.48	2	2	0	10911.4825	2	
Q9VHV3	FI02011p	3.75	2	2	2	18152.1293	2	
Q8T9L5	Serine/threonine-protein kinase STK11	1.76	1	1	1	3738.564	1	
Q9VN42	Dorsal interacting protein 2	7.08	2	2	2	11382.6367	2	
Q9GYV9	Mediator of RNA polymerase II transcription subunit 7	3.64	1	1	1	8161.3433	1	
Q9V3A6	Ero1-like protein	2.28	1	1	1	3205.0425	1	
Q9VIQ4	GH03980p	10.75	2	2	2	33172.4225	2	
Q7KSP6	SET domain binding factor, isoform B	1.27	2	3	0	154490.33000000002	2	
Q7K8Y3	IP16419p	26.28	9	11	0	771250.4167	9	
Q8STG9	DSec61alpha	1.89	1	1	1	26844.518	1	
A0A0B4K763	superoxide dismutase	8.92	2	3	0	36994.7776	3	
Q9V439	Mediator of RNA polymerase II transcription subunit 22	5.59	1	1	1	11192.033	1	
P22812	Protein Tube	3.9	2	2	2	2944.0264	1	
Q9VZI2	Activated Cdc42 kinase Ack	1.03	1	1	1	98538.664	1	
Q9XYQ2	Protein unc-119 homolog	9.06	2	2	0	26463.357	2	
Q7JV39	GH01142p	5.05	1	1	1	7226.6333	1	
A0A0B4LHI9	Inwardly rectifying potassium channel 2, isoform D	3.52	2	2	0	16036.662	2	
Q8IN02	diphthine methyl ester synthase	5.69	1	1	1	38054.605	1	
Q27367	Protein croquemort	4.48	2	2	2	17672.793	1	
Q7K2Y9	Protein N-terminal glutamine amidohydrolase	7.8	1	1	0	7696.133	1	
Q9VTC2	Biogenesis of lysosome-related organelles complex 1 subunit 4	5.33	1	1	0	2208.6758	1	
Q0KI28	Biogenesis of lysosome-related organelles complex 1 subunit 5	6.25	1	1	0	2344.606	1	
A1Z814	Oxysterol-binding protein	2.81	2	2	0	14608.1743	2	
Q9W4F9	IP01388p	3.65	2	2	0	17171.968	2	
E1JJR2	Nicotinic acetylcholine receptor alpha7, isoform E	2.48	1	1	0	2401.6555	1	
Q7KMJ6	RNA-binding protein spenito	1.39	1	1	1	2246.1003	1	
A0A0B4LHE6	Orcokinin, isoform B	6.3	1	1	1	960.436	1	
F0JAQ9	MIP27169p	2.34	1	1	0	1836.9958	1	
P18289	Transcription factor Jra	3.81	1	1	0	2052.0303	1	
B7Z0W9	Proton channel OtopLc	0.7	1	1	1	25912.516	1	
Q9VJ77	FI24106p1	2.07	1	1	0	736.0987	1	
Q7K0F7	Carbonyl reductase, isoform A	2.54	1	1	1	26102.432	1	
Q9VDN4	Uncharacterized protein, isoform A	2.34	1	1	1	4533.4976	1	
Q9VR55	LD29159p	8.71	1	4	1	59031.41	3	
Q9VHH7	Adenosine deaminase-like protein	3.56	1	1	1	8700.05	1	
M9MRP5	Ecdysone-induced protein 63F 1, isoform C	30.39	4	6	0	68599.1997	5	
P54194	General odorant-binding protein 84a	6.86	1	1	1	10947.264	1	
Q24468	Receptor protein serine/threonine kinase put	1.74	1	1	1	7409.717	1	
Q95RQ8	Zinc finger protein pita	2.34	2	2	2	53699.6691	2	
Q8IR92	Uncharacterized protein, isoform A	6.03	6	6	0	654.4577	1	
A0A126GUV0	Juvenile hormone binding protein 5, isoform C	3.8	1	1	0	2316.8552	1	
Q7KVT8	Orion, isoform B	1.7	1	1	0	423.32974	1	
Q9VV26	GEO12049p1	6.84	1	2	1	183332.81600000002	2	
A0A0B4KEG0	NAD kinase 2, mitochondrial	2.18	1	1	0	681.6052	1	
Q9VPU0	RCC1-like domain-containing protein	4.19	1	1	1	1741.171	1	
A1Z971	Uncharacterized protein, isoform A	2.29	1	1	1	12953.999	1	
Q9VX14	RH64870p	8.82	2	2	1	12243.2899	2	
Q24192	Ras-like GTP-binding protein RhoL	7.89	2	2	0	57345.218	2	
Q8MKL1	UPF0598 protein CG30010	7.78	1	1	0	373.70123	1	
Q9W3C8	Carbonic anhydrase 3, isoform A	7.2	2	2	2	17094.315000000002	2	
A1Z8Q0	Tweedlebeta	8.59	2	2	1	11507.243	1	
A1ZAG3	Protein G12	2.9	1	1	1	48964.406	1	
Q9W452	Peptidase S1 domain-containing protein	3.26	1	1	1	6354.209	1	
Q9Y166	BcDNA.GH02431	5.71	2	2	2	16185.127400000001	2	
A0A0B4JCQ5	phosphatidate phosphatase	5.06	5	5	0	30731.145200000003	4	
Q86BP6	Enhanced level of genomic instability 1	3.01	1	1	1	1669.2285	1	
Q0E8W6	Small integral membrane protein 14	40.0	2	2	2	767.95276	1	
Q6IJE8	HDC15077	11.85	1	1	1	31770.979	1	
Q9VVI0	SD09427p	1.63	1	1	1	3894.7878	1	
Q9V3D0	Large ribosomal subunit protein uL4m	8.11	2	2	2	37915.969	2	
Q9VII3	UPAR/Ly6 domain-containing protein twit	6.63	2	2	2	9711.6443	2	
A0A0B4KH70	Trivet, isoform F	1.81	1	1	0	17918.502	1	
E1JIN2	Beaten path IIb, isoform C	1.98	1	1	0	45176.105	1	
Q9VYX5	Transmembrane protein 242	9.59	1	1	1	6100.596	1	
Q9W494	Crossveinless	8.17	2	2	2	31596.217	1	
Q9VXX8	Large ribosomal subunit protein eL37A	20.43	2	3	0	47243.947	3	
Q9VEI2	Uncharacterized protein	5.32	2	2	2	4655.9517	2	
A0A0B4KHB7	AP complex subunit sigma	10.53	2	2	0	42866.5554	2	
A1Z8I0	Trafficking protein particle complex subunit 2-like protein	13.04	2	2	2	19509.88	1	
Q8IQB4	Z band alternatively spliced PDZ-motif protein 66, isoform E	70.7	25	131	0	6516.3726	1	
Q9V437	Pre-mRNA-splicing factor 18	3.53	1	1	1	98691.98	1	
Q95NH6	Attacin-C	2.9	1	1	1	4383.8174	1	
Q86B83	LD12611p	5.44	2	2	2	6998.5635	2	
Q8MRQ1	GH06222p	3.62	2	2	0	13156.771	1	
Q4V6X9	IP01247p	3.24	1	1	1	2255.6545	1	
Q9VKQ3	Ribosome biogenesis protein WDR12 homolog	3.1	1	1	0	2445.7395	1	
Q9VPR6	Kinase	2.59	1	1	1	6218.0273	1	
Q9VF80	Cysteine protease	1.65	1	1	1	702.16943	1	
Q7KRY6	Nucleosomal histone kinase 1	3.17	2	2	0	13382.004	1	
Q9V4B8	RE68558p	1.2	1	1	1	13067.105	1	
Q9VLW9	Homocysteine-induced endoplasmic reticulum protein, isoform A	6.02	1	1	1	502.0041	1	
Q9W547	Large ribosomal subunit protein uL16m	2.88	1	1	1	19212.72	1	
E1JI58	RNA polymerase III subunit E, isoform C	5.57	2	2	0	4757.12415	2	
Q8I0J1	RE43539p	2.51	1	1	0	9328.223	1	
Q9VC27	Nicastrin	1.29	1	1	0	15415.053	1	
Q9VR56	tRNA (guanine(9)-N(1))-methyltransferase Trmt10A	3.13	1	1	1	5672.977	1	
Q9VSP9	Acyl-CoA binding protein 5	10.98	1	1	1	5132.383	1	
Q0E981	SNF-related serine/threonine-protein kinase	1.63	1	1	1	702.91925	1	
Q9W0I2	RE15268p	11.17	1	1	1	6085.833	1	
A0A0B4KGW6	Sequence-specific single-stranded DNA-binding protein, isoform D	2.36	1	1	0	6897.6904	1	
Q961R9	GH09241p	1.8	1	1	1	36135.934	1	
M9PDC4	Misexpression suppressor of ras 3, isoform B	3.01	1	1	0	5577.5283	1	
A0A0B4LFW1	non-specific serine/threonine protein kinase	0.89	1	1	0	976.4096	1	
A0A0S0WIE7	Glutamate receptor IB, isoform D	2.53	2	2	0	18000.614129999998	2	
Q9VFR4	GH09754p	6.64	1	1	1	51945.8	1	
Q7K490	SD03973p	2.65	1	1	1	5167.427	1	
Q7KE33	Odorant binding protein c	9.4	1	2	1	23247.9403	2	
A1Z8N1	Trehalose transporter 1	2.1	1	1	1	350.95383	1	
Q9VVT5	Dysbindin protein homolog	3.12	1	1	0	8830.501	1	
B5A5T4	UPAR/Ly6 domain-containing protein qvr	13.29	2	3	0	86988.59700000001	3	
Q8IMK6	Uncharacterized protein	5.72	1	2	1	9641.48	2	
Q6NN09	ATPase protein 9	5.07	1	6	1	2099907.196	6	
Q9Y149	Mediator of RNA polymerase II transcription subunit 15	2.4	2	2	2	4537.475	1	
O76874	SD17974p	1.14	1	1	1	4600.244	1	
Q9VEB2	LD28404p	3.0	1	1	1	19562.312	1	
Q9W541	Translation initiation factor eIF2B subunit epsilon	1.64	1	1	1	520.3085	1	
P41964	Drosomycin	17.14	1	1	0	6362.3594	1	
Q9VL21	LD11652p	6.22	1	1	1	8768.404	1	
Q9VBD8	RT02919p	4.37	1	1	0	19252.535	1	
A0A0B4K7P8	Short stop, isoform Z	7.01	38	41	0	6184.9893	1	
A0A0C4DHB8	WD repeat-containing protein 44	1.01	1	1	0	404.83987	1	
P10735	Small ribosomal subunit protein uS12m	12.86	2	2	0	135625.326	2	
Q8IRE4	tRNA (guanine(37)-N(1))-methyltransferase	1.97	1	1	1	2488.3196	1	
Q9VK20	LD18447p	1.79	1	1	1	9785.555	1	
Q7K209	deoxyribose-phosphate aldolase	2.88	1	1	1	11953.341	1	
Q9VA48	Serpin 100A	2.77	2	2	2	15379.885999999999	2	
Q24574	Ubiquitin carboxyl-terminal hydrolase 47	0.64	1	1	1	4119.3477	1	
Q9VBK9	Protein FAM98B	3.08	1	1	1	37739.656	1	
Q9VZC8	GEO12024p1	6.85	1	1	1	383.45428	1	
Q9VTM0	Biogenesis of lysosome-related organelles complex 1 subunit 6	8.98	2	2	2	20066.6686	2	
A0A0B4KH58	Uncharacterized protein, isoform C	1.19	1	1	0	8582.479	1	
Q0E985	RH74701p	15.0	1	1	1	2559.9854	1	
Q9VCC2	RE50040p	4.86	2	2	2	81218.044	2	
M9PEX7	Leucine-rich repeat-containing protein 59	3.06	1	1	0	14545.775	1	
Q02926	Ribonucleoprotein RB97D	1.49	1	1	0	4885.3594	1	
Q7K172	CAAX prenyl protease	3.33	1	1	1	10084.577	1	
Q8MKK3	Phosphopantothenoylcysteine decarboxylase	3.66	1	1	1	40215.5	1	
M9PB41	Uncharacterized protein, isoform C	10.88	2	2	0	9946.592	1	
M9PH32	Protein meiotic P26	1.99	1	1	0	796.59845	1	
O18645	non-specific serine/threonine protein kinase	2.41	2	2	2	68143.8766	2	
Q9V785	SH3 domain-binding protein 5 homolog	1.68	1	1	1	18193.627	1	
E1JHX0	MIP29328p	3.76	1	1	1	2689.904	1	
Q9VGH2	Uncharacterized protein, isoform A	1.65	1	1	1	10194.822	1	
A0A126GV08	Uncharacterized protein, isoform G	5.3	2	2	0	526.97504	1	
F9VMG5	GEO02462p1	41.07	2	2	2	28884.888	2	
Q9I7I0	G2/mitotic-specific cyclin-B3	2.26	1	2	0	14630.078	2	
Q9W391	Probable phosphorylase b kinase regulatory subunit alpha	0.64	1	1	0	20172.766	1	
Q9V9R3	adenylate cyclase	1.29	2	2	2	13184.874	2	
Q9VS39	FI19525p1	5.88	2	2	2	18782.2974	2	
Q9VK57	PIH1 domain-containing protein 1	4.18	1	1	1	12802.067	1	
Q9VYM5	Cuticular protein 11A	4.07	1	1	1	9201.326	1	
Q9VUE5	LD17962p	0.77	1	1	0	80242.484	1	
B8BPV3	Uncharacterized protein, isoform C	1.49	1	1	0	1987.0111	1	
Q9VH14	Tissue inhibitor of metalloproteinase	7.14	2	2	2	15564.7405	2	
Q9VCZ7	Uncharacterized protein	7.86	2	2	2	10653.0054	2	
A0A0B4KF92	Holocarboxylase synthetase, isoform B	1.81	2	2	0	373.85318	1	
M9PE65	Axotactin	0.69	1	1	1	5260.3105	1	
Q86PD7	Glutaminyl-peptide cyclotransferase	2.26	1	1	1	3959.827	1	
Q8IRK0	GH04558p	5.41	2	2	2	90457.0478	2	
D5SHR0	BTB/POZ domain-containing protein Tiwaz	2.45	1	1	1	5974.944	1	
M9PDX4	Uncharacterized protein, isoform B	1.19	1	1	0	13237.519	1	
Q5BI50	Cullin-4A	1.34	1	1	1	5755.6772	1	
P29349	Tyrosine-protein phosphatase corkscrew	1.3	1	1	0	848.6982	1	
Q9Y110	BcDNA.GH10711	1.33	1	1	1	911.47986	1	
Q9VLU6	Succinate dehydrogenase assembly factor 4, mitochondrial	22.88	1	1	1	880.3176	1	
Q8SY97	Microsomal glutathione S-transferase 1	7.88	1	1	0	98502.945	1	
P07186	Chorion protein S19	14.45	1	1	1	2086.1533	1	
Q9VJ38	Large ribosomal subunit protein uL13m	6.18	1	1	1	9160.857	1	
Q9VJK9	GEO06505p1	9.52	1	1	1	900.6809	1	
Q9V444	DNA polymerase epsilon subunit 3	10.16	1	1	1	1759.1473	1	
Q9VL29	GEO11246p1	12.93	1	1	1	9367.655	1	
Q9VDS3	Exit protein of rhodopsin and TRP A	10.34	1	1	1	544.22046	1	
Q9W2F6	RE36793p	14.17	2	2	2	15952.3367	2	
Q9VIL0	Protein brunelleschi	0.61	1	1	1	4045.845	1	
Q9VZ39	Uncharacterized protein	10.94	1	1	1	44120.926	1	
Q8MKJ6	Peptidyl-prolyl cis-trans isomerase	8.7	1	1	1	6741.2935	1	
A0A1Z1CN86	Uncharacterized protein, isoform D	11.9	1	2	0	5685.9193000000005	2	
Q7JR99	RE31204p	5.59	1	1	1	2827.4	1	
Q9VYK7	glutathione-specific gamma-glutamylcyclotransferase	3.54	1	1	1	2483.8792	1	
M9PC30	Uncharacterized protein, isoform Q	18.39	6	8	0	91749.259	6	
B7YZZ0	GH19557p	12.64	1	1	1	23772.164	1	
Q9VU02	Probable small nuclear ribonucleoprotein Sm D1	16.13	1	2	1	8577.453099999999	2	
A1Z8D4	AT13868p	4.47	1	1	0	1586.761	1	
E1JIQ5	Exit protein of rhodopsin and TRP B, isoform A	8.85	1	1	1	85252.734	1	
A8DYV9	GEO02589p1	10.53	1	2	1	20757.543400000002	2	
A8DZ02	ADAM10 endopeptidase	0.98	1	1	0	3694.4514	1	
Q9W1I6	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein	13.4	1	1	1	338.4183	1	
Q7KSB7	Apoptotic signal-regulating kinase 1, isoform B	0.59	1	1	0	237318.48	1	
A1ZAX2	TP53-regulated inhibitor of apoptosis 1	12.5	1	1	1	4574.6123	1	
Q7K1H9	GH07575p	3.69	1	1	1	6626.673	1	
M9PF17	Defective proboscis extension response 10, isoform D	2.76	1	1	0	2974.2388	1	
O76513	Cyclin-H	3.7	1	1	1	8397.068	1	
M9NDE4	Uncharacterized protein, isoform C	1.55	1	1	0	1488.3223	1	
Q7K3U4	Flavin-containing monooxygenase	2.1	1	1	1	5266.129	1	
Q9V449	Met75Ca	23.53	1	1	1	3736.6584	1	
Q9VWQ1	Autophagy-related protein 101	4.59	1	1	1	2539.351	1	
Q03445	Glutamate receptor 1	1.92	1	1	1	1993.0735	1	
Q7KPG8	CDK-activating kinase assembly factor MAT1	4.38	1	1	1	6401.795	1	
Q9W0B6	LD14179p	1.48	1	1	1	5146.9536	1	
Q4V4I9	Neuropeptide CCHamide-1	5.49	1	1	1	2789.722	1	
Q8IQJ4	Chitin-binding type-2 domain-containing protein	4.83	1	1	1	109851.125	1	
Q9VL14	REPTOR-binding partner	7.63	1	1	1	4528.614	1	
Q9VT01	FI06792p	3.5	1	1	1	1681.5352	1	
Q9VIM8	RE22905p	2.85	2	2	2	5089.0176	1	
Q9VRG7	CTD nuclear envelope phosphatase 1 homolog	4.94	1	1	0	2887.0488	1	
Q8IPS9	Small integral membrane protein 8	10.59	1	2	1	17680.83294	2	
Q9VDR1	Mediator of RNA polymerase II transcription subunit 25	1.16	1	1	1	5414.8145	1	
M9PCM2	Uncharacterized protein, isoform B	5.93	1	1	1	157295.52	1	
Q9VMM3	RE17389p	2.61	1	1	1	2102.883	1	
A1Z8H4	Cuticular protein 47Ec	14.5	1	1	1	11616.82	1	
Q9W551	GEO02601p1	8.49	1	1	1	815.0148	1	
Q9V492	Mitochondrial inner membrane protein Mpv17	5.36	1	1	1	7012.126	1	
Q9VAG4	Vacuolar protein sorting-associated protein 16B	2.01	1	1	1	2944.1882	1	
Q0E8G5	Uncharacterized protein, isoform D	1.15	1	1	0	2460.4993	1	
Q9Y122	BcDNA.GH08420	2.28	1	1	1	5214.429	1	
Q9VB20	Distracted, isoform B	0.68	1	1	1	458.52548	1	
Q9VA94	GH07782p	2.82	1	1	1	916.75586	1	
Q9VX56	LD03052p	5.94	1	1	1	19759.309	1	
Q7K3D8	DNA methyltransferase 1-associated protein 1	2.08	1	1	1	7584.6865	1	
A0A0B4K6Z5	GEO13417p1	6.1	1	2	0	24280.074	2	
M9PFU2	CREB-regulated transcription coactivator, isoform B	1.24	1	1	0	2003.2196	1	
Q9VWI2	N(Alpha)-acetyltransferase 15/16, isoform A	1.57	1	1	1	4565.2803	1	
Q7JY99	glycerol kinase	1.34	1	1	1	2047.5256	1	
Q9VP08	IP11255p	2.36	1	1	1	1897.3334	1	
Q8MYV9	GEO12865p1	11.04	1	2	1	56245.466	2	
