Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127C, Sample, n/a, SF1g_F1	Abundances Count: F5: 127C, Sample, n/a, SF1g_F1	Modifications
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	45.51	13	44	13	1163991.0111	42	
Q9W5X0	LD21953p	23.88	5	25	0	35487.8315	3	
Q9XTL2	Jak pathway signal transduction adaptor molecule	8.85	7	11	7	97588.4108	9	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	26.3	8	14	8	67906.09223000001	12	
Q9XYZ9	Glutathione S transferase E12, isoform A	80.27	12	52	12	2462478.46902	40	
Q9XZ19	Uncharacterized protein	5.14	2	3	2	18243.2403	3	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	30.25	9	22	9	198764.20092	19	
Q9Y0Y5	Coatomer subunit epsilon	27.78	8	17	8	254895.92506	16	
Q9Y112	BcDNA.GH10614	54.75	18	86	16	2775780.32769	74	
Q9Y114	UBX domain-containing protein 4	30.49	22	52	22	335124.49599	47	
Q9Y119	BcDNA.GH08860	18.54	16	35	16	195962.4583	30	
Q9Y125	BcDNA.GH08312	25.5	27	141	2	5101304.61342	117	
Q9Y128	Ceramide transfer protein	9.65	6	10	3	12658.9631	6	
Q9Y136	Neprilysin-like 21	7.92	6	11	3	31815.50673	7	
Q9Y143	BcDNA.GH05536	50.38	11	64	11	2356147.49106	56	
Q9Y156	BcDNA.GH02976	14.84	5	5	5	52169.592300000004	5	
Q9Y162	vesicle-fusing ATPase	26.02	15	42	15	472956.57493999996	37	
Q9Y164	BcDNA.GH02439	51.63	16	81	0	5610500.07114	74	
Q9Y171	BcDNA.GH02220	4.76	2	5	2	7741.98393	4	
R9PY51	Uncharacterized protein	34.95	5	42	5	3712449.5711999997	24	
X2J4C1	Synaptotagmin 1, isoform I	51.48	24	139	0	3097016.78755	113	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	6.58	11	17	0	117883.22304	11	
X2J979	Synaptotagmin 1, isoform H	56.45	24	135	1	69587.40737	6	
X2JAT7	Fasciclin 3, isoform G	16.7	7	28	0	15130.353	1	
X2JAZ3	mitogen-activated protein kinase kinase	15.52	7	10	1	37472.5367	7	
X2JB48	ADP/ATP translocase	66.22	21	145	1	4754557.59977	115	
X2JCY4	Stoned B, isoform H	11.76	13	30	1	104494.75503	24	
X2JDJ5	Multiple edematous wings, isoform F	4.34	5	8	0	21989.6337	7	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	22.69	9	158	0	9952407.98295	111	
X2JEN5	Uncharacterized protein, isoform H	30.54	5	8	3	21048.8002	3	
X2JKC1	Lipid storage droplet-2, isoform E	35.52	10	28	0	9402.185150000001	2	
O76932	Serine/threonine-protein phosphatase 4 catalytic subunit	6.51	2	2	0	3623.5854	1	
P10674	Fasciclin-1	43.71	29	142	1	2296.6086	1	
P32865	G protein-coupled receptor kinase 1	2.57	2	2	0	613.70306	1	
Q08605	Transcription activator GAGA	6.37	3	3	0	9565.427599999999	2	
Q9V3H8	NTF2-related export protein	12.03	2	2	1	8998.4367	2	
Q9V7Y2	Sphingosine-1-phosphate lyase	4.77	3	3	3	10129.16743	2	
Q9VE09	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	4.72	3	3	3	1057.407	2	
Q9VES1	ADP-ribosylation factor-like protein 6-interacting protein 1	4.06	1	1	0	8300.87	1	
Q9VK68	PITH domain-containing protein CG6153	7.11	2	4	0	6188.4113	2	
Q9VLL3	A-kinase anchor protein 200	22.18	13	38	1	2835.2942	1	
Q9VPD2	Cytosolic Fe-S cluster assembly factor Nubp2 homolog	6.15	2	3	2	3784.78584	2	
Q9VVW5	Dual specificity protein phosphatase Mpk3	4.62	2	3	0	11076.542000000001	2	
Q9VWS2	Nucleoporin Nup35	6.65	3	4	3	24855.7202	3	
Q9W568	Protein halfway	5.56	3	4	0	967.0812	1	
Q9XZT1	Mediator of RNA polymerase II transcription subunit 18	9.68	2	2	1	1722.4323	1	
Q9Y0Y6	Nuclear receptor-binding protein homolog	3.3	2	4	0	9256.5133	2	
A0A0B4JD15	Guanine nucleotide-binding protein subunit alpha	11.08	3	5	0	807.86566	1	
A0A0B4K7U4	Muscleblind, isoform H	2.42	2	4	0	28099.5474	3	
A0A0B4KEZ2	Nervy, isoform D	2.11	2	2	0	1447.3686	2	
A0A0B4KFK9	Canoe, isoform F	1.69	3	5	0	4935.0219	3	
A0A0B4KGN2	MICOS complex subunit MIC60	45.84	36	139	1	188801.97	1	
A0A0B4LGY0	Uncoordinated 115a, isoform H	26.04	20	57	1	15607.049	1	
A0ACD4DAB9	Bruchpilot, isoform R	51.29	108	368	0	26012.794400000002	3	
A1Z7M0	Space blanket	5.71	2	4	2	11159.2649	4	
A8JNQ4	RNA-binding Fox protein 1, isoform I	2.39	2	6	0	40442.766059999994	5	
B5RJS0	IP20241p	2.69	3	3	0	3179.8103	1	
E1JJM0	FI20063p1	14.83	10	14	0	94958.2622	10	
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	5.9	2	3	1	3981.1794	3	
M9PEX2	Uncharacterized protein, isoform D	25.93	10	33	1	11792.715830000001	4	
M9PHI0	Hyperkinetic, isoform M	2.03	2	3	0	13068.855	2	
Q0E8R1	FI07211p	29.47	10	55	0	5081.1798	2	
Q6NLA3	V-type proton ATPase subunit a	7.98	8	19	0	96844.47775	17	
Q7JWH6	RE61424p	6.99	2	3	2	7052.918	1	
Q7JZJ3	Cuticular protein 56F	11.98	3	4	3	1951.4074600000001	3	
Q7K1Q7	Ribosome assembly factor mrt4	9.77	3	5	3	79337.5722	5	
Q7K1W4	Epoxide hydrolase	4.06	2	2	2	347.58682	1	
Q7KVW1	RE73736p	4.94	3	4	0	19340.9337	4	
Q7PLV6	FI02158p	1.7	2	2	2	2186.3647	2	
Q8I062	GH23305p	80.95	19	194	1	19559.6236	2	
Q8I937	Ribosome biogenesis regulatory protein	5.16	2	3	2	7163.786300000001	2	
Q8IRB4	Tumor protein p53 inducible nuclear protein, isoform C	2.93	1	1	0	514.814	1	
Q9I7N2	Nucleoporin NUP42	4.27	2	3	0	5076.85284	3	
Q9V3T2	Mitochondrial 2-oxodicarboxylate carrier	7.52	2	3	1	8703.1579	2	
Q9VCS2	Short-chain dehydrogenase/reductase 3	2.49	1	3	1	6333.83713	2	
Q9VG79	Xaa-Pro dipeptidase	4.89	3	3	3	928.3899	1	
Q9VHX1	LD44032p	1.41	1	1	1	632.99866	1	
Q9VKC1	IP16805p	2.72	1	1	1	11294.989	1	
Q9VPY2	Phospholipase A2 activator protein, isoform A	3.43	3	4	3	4015.46683	3	
Q9VSE8	UDP-glucuronic acid decarboxylase 1	5.9	3	4	3	6324.2725	3	
Q9VTE1	Immediate early response 3-interacting protein 1	16.25	1	1	1	577.3153	1	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	14.74	2	3	2	10013.8709	2	
Q9VTY1	LD40136p	5.69	2	3	2	1413.63167	2	
Q9VVU6	Pre-mRNA-processing factor 6	2.15	2	2	2	1562.0957	1	
Q9VYI2	BRMS1 transcriptional repressor	6.18	2	2	2	1561.0847	1	
Q9W2N5	GH10162p	3.47	2	4	2	7259.487999999999	4	
Q9W362	La-related protein 7	1.51	1	2	1	13657.5406	2	
Q9W525	LD08195p	3.8	2	4	1	3729.6378	2	
P0C919	Molybdopterin synthase sulfur carrier subunit	31.11	3	5	3	10148.36345	4	
Q24314	Vacuolar protein sorting-associated protein 18 homolog	2.69	3	3	3	1782.8977	1	
Q9VI58	Terminal uridylyltransferase Tailor	3.39	2	2	0	7457.0215	1	
Q9XYN7	Proteasome subunit beta type-3	4.88	1	2	1	16236.877700000001	2	
A0A0B4JCU7	Matrix metalloproteinase 1, isoform E	5.17	3	3	0	2715.4224999999997	2	
A0A0B4LHR2	Uncharacterized protein, isoform F	10.31	8	12	0	3872.2786	1	
A0A6M3Q6Z1	Stambha A, isoform F	1.2	1	1	0	2159.0298	1	
A8E6R2	Alanine--glyoxylate aminotransferase 2, mitochondrial	1.54	1	1	0	4608.1997	1	
B7YZX9	Uncharacterized protein, isoform B	11.92	2	7	0	60894.5179	6	
E1JJ83	Os-C, isoform B	7.19	1	4	0	2219.43646	4	
M9PCB7	Trailer hitch, isoform G	20.37	10	32	0	64642.20065	21	
M9PG97	Female sterile (2) ltoPP43, isoform C	2.97	1	2	0	4698.5349	2	
O46231	FI18705p1	66.21	20	67	1	18014.161999999997	2	
Q6IDE2	GH07226p	2.0	1	1	1	8751.511	1	
Q7JVH0	Splicing factor YJU2	2.7	2	2	2	710.564	1	
Q7K527	Tetraspanin	6.91	2	2	2	559.1935	1	
Q7KUV4	Uncharacterized protein, isoform A	16.67	1	3	1	53130.849	2	
Q86BB4	Transforming acidic coiled-coil protein, isoform E	39.18	10	23	1	3152.92213	2	
Q8IQ80	GH06117p	1.41	1	3	0	1614.2196	1	
Q9VD61	Sulfhydryl oxidase	4.89	3	3	3	10949.61764	3	
Q9VJG2	RRM domain-containing protein	5.75	3	3	3	10064.44396	3	
Q9W5C1	RE02292p	1.13	1	1	1	3218.8694	1	
Q7K4H4	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	2.91	2	3	0	9481.6343	2	
Q7KNS3	Lissencephaly-1 homolog	4.14	2	2	0	3317.3064	1	
Q8IN78	Mitochondrial import inner membrane translocase subunit Tim22	12.31	2	3	2	15421.001400000001	2	
Q9VMV6	Thioredoxin reductase-like selenoprotein T homolog CG3887	14.65	2	5	0	27272.01678	5	
Q9VPR7	UPAR/Ly6 domain-containing protein cold	9.15	1	4	1	19632.103	2	
B7Z0L1	Fasciclin 1, isoform E	45.35	29	143	0	6022179.25356	122	
E1JH70	Kank, isoform E	1.18	1	1	0	1755.3397	1	
M9MRD4	Muscle-specific protein 300 kDa, isoform B	3.84	34	44	0	308.59088	1	
M9NFP1	Jim, isoform E	1.94	2	2	0	6284.0002	2	
Q7K231	RING-type E3 ubiquitin transferase	1.93	1	1	1	2521.377	1	
Q7YZ93	Uncharacterized protein, isoform B	3.14	2	3	0	7722.861	1	
Q8IQH6	Nebulosa, isoform A	2.12	1	1	0	695.3452	1	
Q9VAI2	ADAM10 endopeptidase	1.76	3	3	1	3560.85725	3	
Q9VDJ8	Cuticular protein 92F	2.89	1	3	1	68295.5557	3	
Q9VFB5	DNA-directed RNA polymerase II subunit RPB7	5.2	1	1	1	2842.2886	1	
Q9VL69	Translocon-associated protein subunit gamma	10.0	2	3	2	56729.39	3	
Q9VLX9	Uncharacterized protein, isoform B	20.93	1	2	1	255857.41999999998	2	
Q9VND4	Vacuolar ATPase assembly protein VMA22	14.84	2	3	2	8236.484	3	
Q9VZF0	LD44732p	3.61	1	1	1	1816.6998	1	
Q9W249	IP21806p	4.27	2	3	2	3439.9575	1	
A0A0B4K6A2	Glial cell line-derived neurotrophic family receptor-like, isoform I	1.97	3	5	0	9710.27476	5	
A0A0B4K6E6	Uncharacterized protein, isoform C	13.21	1	3	0	32195.387140000003	3	
A0A0B4K7M9	DnaJ homolog l(2)tid, mitochondrial	22.76	10	14	1	949.40356	1	
A0A0B4KHR2	BRCA1-associated protein	1.25	1	1	0	2620.1926	1	
D1YSG8	calcium/calmodulin-dependent protein kinase	27.5	14	33	0	117924.0248	3	
M9PCQ3	Protein phosphatase 1 regulatory subunit 12B	12.96	13	19	0	12068.858	1	
M9PG37	Cytoplasmic linker protein 190, isoform R	22.3	36	84	1	3320.9512	1	
Q4QPR8	GEO10187p1	19.51	2	2	2	2283.124	1	
Q7KB18	Epoxide hydrolase	6.91	2	3	1	3263.175	1	
Q8IPL4	Lethal (2) 05714, isoform B	3.32	1	1	0	1905.9962	1	
Q9VAS9	APC-like, isoform A	1.2	3	3	1	813.57275	1	
Q9VV37	GEO13385p1	10.1	1	7	1	220895.57129999998	4	
Q9VVX6	BET1 homolog	6.84	1	1	1	12342.418	1	
Q9W152	RH33060p	5.63	1	2	1	1232.1395	2	
P48613	Protein tipE	3.54	1	1	1	402.95322	1	
Q9VSC1	Signal recognition particle 9 kDa protein	10.39	1	2	1	4671.0513	1	
Q9W4M9	tRNA (cytosine(34)-C(5))-methyltransferase	3.49	3	3	3	5457.42215	2	
A0A0B4K7H1	Hulk, isoform M	10.65	12	16	0	5816.2915	1	
B7Z058	Rho GTPase activating protein at 71E, isoform D	3.09	2	2	0	2198.7976	1	
E1JGW3	Ion transport peptide, isoform E	8.33	1	1	0	376.50272	1	
M9PDY5	Girdin, isoform C	0.65	1	1	0	517.9527	1	
Q0KHU0	Myosin 10A, isoform D	1.59	3	3	0	1872.5728	1	
Q8SYL1	Glutamate-rich WD repeat-containing protein 1	1.75	1	2	1	28971.6515	2	
Q9VB09	IP04131p	12.1	2	3	2	10542.936	2	
Q9VHN8	LD37279p	1.54	1	1	1	12466.943	1	
Q9VIT5	ascorbate ferrireductase (transmembrane)	3.72	1	3	0	10114.719	1	
Q9VV18	Cuticle protein 16.5	8.24	1	1	1	378.15048	1	
Q9W1X6	GH06673p	2.78	1	1	1	335.76556	1	
Q9W5E7	LP07417p	11.4	1	1	1	3086.9124	1	
P17917	DNA sliding clamp PCNA	3.08	1	1	1	2419.218	1	
Q9VMP9	Glucosamine-6-phosphate deaminase	16.12	5	11	0	117883.41672000001	8	
A0A0B4KGZ0	Methyl-CpG binding domain protein-like, isoform C	15.59	4	5	0	3690.3213	1	
A1ZAU6	FI05912p	3.24	2	2	1	735.76086	1	
Q0KI97	Protein FMC1 homolog	6.93	1	2	1	16580.9904	2	
Q7K3Z8	GH01208p	2.35	1	2	1	6118.8498	2	
Q9VAN8	FI15955p1	6.08	2	2	2	4841.536	1	
Q9VP66	Uncharacterized protein, isoform L	16.18	8	10	1	9526.9205	2	
Q9VT55	Uncharacterized protein, isoform N	5.45	7	13	0	16478.268	2	
Q9VV55	GH08429p	3.98	2	3	2	5610.986360000001	3	
Q9W543	Rabconnectin-3B, isoform A	1.18	2	2	2	3262.36353	2	
Q7JZM8	Large ribosomal subunit protein mL41	6.63	1	1	1	30434.445	1	
Q8IRU4	3',5'-cyclic-AMP phosphodiesterase, isoform F	12.08	7	16	1	882.2593	1	
Q9VTT0	Semaphorin 5c	0.91	1	2	1	12248.3999	2	
Q9XZT7	Transcription initiation factor TFIID subunit 10b	5.48	1	3	1	13157.3459	3	
A0A0B4LF27	Uncharacterized protein, isoform C	9.34	5	9	0	36040.557199999996	6	
A1Z840	Cdc2-related kinase	4.39	2	2	2	751.3138	2	
Q9VXD7	GH04692p	5.61	2	3	2	863.05817	1	
Q9W3S4	LD46272p	5.26	2	3	2	5061.1705	3	
A8JQX3	Nocturnin	3.58	2	2	2	1688.1003	1	
A8JNM1	Formin 3, isoform B	1.69	3	3	0	1999.2496	1	
A8JNN5	GTPase activating protein and centrosome-associated, isoform B	1.09	1	2	0	1773.4004300000001	2	
B7Z0Z7	Venom dipeptidyl peptidase 4	6.6	7	9	0	8735.2812	5	
M9MRH8	CCR4-NOT transcription complex subunit 4	0.85	1	1	0	3413.8757	1	
O76857	BCL7-like	13.64	2	3	2	2672.78967	2	
Q7JY89	RE35124p	25.0	2	5	2	3500.4388000000004	2	
Q8IML5	V-type proton ATPase subunit a	8.28	8	17	0	443.7622	1	
Q9VAN1	Reelin domain-containing protein	12.5	2	4	2	5468.7292	2	
A8JUP7	Serine protease Hayan	2.67	2	3	2	13390.5121	3	
P07664	Serendipity locus protein delta	4.16	2	3	2	21796.9767	3	
Q9VGP0	D-aminoacyl-tRNA deacylase	8.86	2	4	2	5794.106400000001	3	
L0MPR2	Unc-13, isoform F	0.85	2	2	0	1627.6046	1	
M9MS21	Uncharacterized protein, isoform A	2.77	1	8	0	36658.92	7	
Q8IQU7	825-Oak	17.05	2	3	0	18905.7953	2	
Q9VGM4	LD28119p	3.82	1	1	1	823.3577	1	
M9MRD1	Muscle-specific protein 300 kDa	3.4	44	55	0	96745.30887	28	
P11996	Larval serum protein 1 beta chain	1.77	2	2	0	3712.456	1	
Q9V3J8	Protein will die slowly	3.88	1	2	0	7875.225	1	
Q9VS38	Mediator of RNA polymerase II transcription subunit 4	3.49	1	1	1	373.19415	1	
Q7K0D3	CG12909 protein	6.76	2	3	2	12074.730029999999	3	
Q9VSK1	GH09510p	1.06	1	1	1	7248.5283	1	
P18930	NADH-ubiquinone oxidoreductase chain 3	9.4	1	1	1	19590.416	1	
A0A0B4KGQ7	Uncharacterized protein, isoform D	6.51	2	5	0	6615.0838	3	
A4V134	calcium/calmodulin-dependent protein kinase	31.24	15	34	1	6943.87	1	
M9NDS8	Protein phosphatase 1 regulatory subunit 12B	12.53	14	20	0	78931.17204	14	
Q8I0P8	Cuticular protein 65Av	10.81	1	4	1	9256.496299999999	2	
Q8SXC0	GH10306p	2.86	1	2	1	10657.393	2	
Q9VQT5	FI01556p	13.92	1	4	1	1069.8005600000001	2	
Q9VTU4	Eukaryotic translation initiation factor 3 subunit L	3.53	2	3	2	9766.307700000001	3	
Q9I7C6	Cuticular protein 65Ax1	28.43	2	3	2	32639.4634	3	
Q9VT02	Chitin-binding type-2 domain-containing protein	6.36	1	1	1	27793.535	1	
P45884	Attacin-A	5.36	1	1	0	14586.883	1	
A8JNC7	Dpr-interacting protein delta, isoform D	4.26	2	3	0	2446.51945	2	
Q9VI70	GPN-loop GTPase 3	7.77	2	3	2	12303.873199999998	3	
Q9VV27	MIP11526p	7.63	1	1	1	18029.797	1	
O76324	Discs overgrown protein kinase	7.95	2	3	0	4027.98135	2	
Q8MUJ1	Tumor necrosis factor family member eiger	1.93	1	1	1	4425.792	1	
O18680	5-aminolevulinate synthase	3.34	2	2	2	2949.9543	1	
Q29QE1	GH15984p	0.57	1	2	0	10874.7853	2	
A0A0B4LGV1	ER membrane protein complex subunit 1	0.77	1	1	0	2423.337	1	
A1ZAX7	Uncharacterized protein	6.35	1	2	1	8884.0753	2	
Q9VAW3	glutamine--fructose-6-phosphate transaminase (isomerizing)	1.32	1	1	1	3770.6575	1	
Q9VEQ0	Xylulose kinase	1.99	1	2	1	2599.5305	2	
Q9W2Y4	RNA-binding protein NOB1	5.08	2	2	2	247944.7084	2	
Q94900	Glutamate-gated chloride channel	1.97	1	2	0	17718.3952	2	
A0A0B4KI11	Uncharacterized protein, isoform E	2.85	2	3	0	8455.6241	3	
A0A6M3Q6V5	poly(A)-specific ribonuclease	2.64	1	2	0	20093.4445	2	
E1JGY7	Hulk, isoform G	10.66	12	17	1	874.5868	1	
Q2PDU0	GEO11169p1	9.84	1	2	1	12001.2928	2	
Q9VF46	GH25158p	7.34	2	7	2	34025.9969	7	
Q9VV95	Uncharacterized protein, isoform B	11.02	1	2	1	21852.427	2	
Q9VDT6	rRNA methyltransferase 2, mitochondrial	6.4	2	2	2	13528.1708	2	
Q9VYX7	Peptidoglycan-recognition protein SA	9.85	2	2	0	8423.0612	2	
Q9VCE6	N(6)-adenosine-methyltransferase MT-A70-like protein	1.32	1	1	1	493.74536	1	
A8JNU1	adenylate cyclase	1.02	1	3	0	3491.22636	2	
Q7KVR7	AP-1 complex subunit gamma	1.02	1	1	0	1784.532	1	
Q9W2E3	Negative cofactor 2alpha	5.57	2	4	2	13603.7621	2	
Q7JW46	RE25483p	9.0	1	1	0	29256.486	1	
Q7K010	Tetraspanin	8.64	2	4	2	10538.36636	4	
Q9VUR4	FI11905p	19.75	6	14	1	3557.0764	1	
Q9VIU7	Dolichol-phosphate mannosyltransferase subunit 1	5.81	1	1	1	857.2302	1	
A0A0B4LGA2	RRM domain-containing protein	4.67	2	3	2	3667.0155	2	
A8DYU1	GRAM domain containing 1B, isoform D	1.32	2	3	0	4579.163930000001	3	
Q9VLR2	Cytidine deaminase	9.41	2	3	2	27250.8969	3	
P52656	Transcription initiation factor IIA subunit 2	8.49	1	2	1	3780.0457499999998	2	
Q9VX25	Ubiquitin-conjugating enzyme E2 S	4.78	1	1	0	2365.796	1	
A8JNV2	Uncharacterized protein	10.71	1	3	1	9925.593700000001	2	
Q9VDD0	Protein-lysine N-trimethyltransferase SMYD5	3.31	1	1	1	2385.511	1	
Q9VRX7	LD29573p	1.32	1	1	1	728.62354	1	
Q9VMH7	Protein-lysine N-methyltransferase CG9154	5.38	2	2	0	19106.4484	2	
A1Z7M8	Angiotensin-converting enzyme	2.79	2	2	1	5933.5794	2	
O46099	EG:8D8.2 protein	0.63	1	1	1	1984.5106	1	
Q7JZZ3	RE03883p	6.99	2	3	2	32099.8785	3	
Q8SWU4	RE25571p	17.08	5	12	1	6904.588	1	
Q8SWX4	Aminopeptidase	2.39	2	2	2	447.17395	1	
Q9VRA0	Migration and invasion enhancer 1	23.16	2	3	2	33046.574	2	
O16043	Anon1A4	9.84	2	3	2	4220.99138	3	
Q9VEP0	Regulatory protein zeste	2.17	1	1	1	3917.0583	1	
Q8SXW3	GV1, isoform B	13.33	2	5	0	36509.85836	5	
Q8IRN0	FI06485p	3.21	1	2	1	7041.492	2	
Q9VHS6	Copper transport protein	6.32	2	3	2	2216.99634	3	
D8FT19	MIP22288p	4.05	2	3	0	13639.2998	3	
Q9V5Q4	Pre-mRNA-splicing factor Syf2	5.75	1	2	1	7428.5707	2	
Q9VAD6	Conserved oligomeric Golgi complex subunit 7	3.23	2	2	2	4195.318	1	
Q8SYJ9	Threonylcarbamoyl-AMP synthase	3.23	1	2	1	1764.4154	1	
Q9VEK6	Leucine-rich repeat protein soc-2 homolog	4.99	2	2	0	5215.271	1	
Q8MLR7	phosphatidylinositol-3,5-bisphosphate 3-phosphatase	1.18	1	1	0	750.01636	1	
Q9VT15	GH14734p	8.33	2	4	2	5719.5650000000005	2	
A1A750	GEO11067p1	6.93	1	1	1	11482.491	1	
Q9VF83	LD33178p	4.33	2	4	2	10461.1814	3	
X2JCX4	Uncharacterized protein, isoform A	33.33	2	4	2	48110.5524	3	
Q9W590	Large subunit GTPase 1 homolog	1.49	1	1	0	1489.3286	1	
A0A0B4KEC3	D4, isoform D	4.23	2	2	0	2821.6978	1	
Q9VWA7	Golden goal	0.79	1	3	1	15315.628	1	
M9PCK0	Decima, isoform D	9.87	2	3	0	12207.872299999999	3	
Q9VUQ8	DCN1-like protein 1	10.42	2	2	0	32577.7818	2	
Q9VPA9	LD24894p	1.45	1	2	1	5707.447099999999	2	
Q9VTG8	Ig-like domain-containing protein	14.37	2	2	2	12377.0692	2	
Q8IN81	Sex determination protein fruitless	1.47	1	1	0	865.35223	1	
Q8SZ16	Succinate dehydrogenase assembly factor 3, mitochondrial	6.67	1	2	1	8297.3072	2	
Q9VT51	Insulin-like peptide 2	19.71	2	3	2	10948.60414	3	
A0A0B4JDB9	Eukaryotic translation initiation factor 4E homologous protein, isoform D	4.13	1	2	0	2277.7126	1	
Q7KV26	Kinase	1.45	1	1	0	3139.9722	1	
Q9VLJ0	Probable cGMP 3',5'-cyclic phosphodiesterase subunit delta	7.95	1	1	1	5560.8887	1	
A0A0B4JCY1	Anoctamin	0.82	1	1	0	27888.205	1	
M9PBB3	Uncharacterized protein, isoform D	2.35	1	1	0	810.98303	1	
Q7K4Y8	GH22690p	3.14	2	2	2	1130.8303999999998	2	
Q9VCQ7	LD40758p	2.61	2	3	2	8529.0513	2	
Q9VD48	Bomanin bicipital 3, isoform A	24.49	2	2	2	4727.28854	2	
Q9VDL4	LP04613p	2.72	1	3	1	7982.9624	3	
Q9VS55	CTCF	2.2	2	3	2	2978.91835	2	
B7Z0S9	Glutathione S transferase D11, isoform B	7.0	2	4	0	10314.081	4	
Q7K4X4	GH24095p	2.0	1	1	1	324.90054	1	
Q9VJ06	LD05576p	4.55	1	1	1	906.4475	1	
Q9VGE8	Tachykinins	2.42	1	2	0	14788.493	1	
A0A0B4KFH9	Uncharacterized protein, isoform B	6.13	1	1	0	601.9701	1	
Q29QQ9	Ribosomal RNA-processing protein 42	3.38	1	1	1	1762.0701	1	
Q9W4K1	AP-3 complex subunit beta	0.86	1	2	1	350.5531	1	
P42282	Protein tramtrack, alpha isoform	2.21	2	3	0	10334.281200000001	2	
Q7YU81	Protein charlatan	0.66	1	2	0	6605.14918	2	
Q9VHV3	FI02011p	1.5	1	1	1	7055.0806	1	
Q9GYV9	Mediator of RNA polymerase II transcription subunit 7	3.64	1	1	1	1980.9436	1	
Q9VE11	UPF0488 protein CG14286	10.0	2	3	2	3897.04292	3	
Q7K8Y3	IP16419p	17.86	7	17	0	50919.69984	11	
Q8STG9	DSec61alpha	4.2	2	3	2	2845.81295	2	
Q8IGV3	RE23632p	6.34	2	2	2	878.60565	1	
P22812	Protein Tube	3.9	2	2	2	3366.6377	1	
Q9VJ45	UDP-glucuronosyltransferase	3.48	2	2	2	433.8029	1	
Q9VZI2	Activated Cdc42 kinase Ack	1.03	1	1	1	1571.5944	1	
Q9XYQ2	Protein unc-119 homolog	9.06	2	2	0	22833.545	1	
Q9VZX8	AT02196p	2.89	1	1	1	919.2772	1	
Q9W0M0	Dodecenoyl-CoA delta-isomerase	6.49	2	2	2	4407.2173	1	
Q8T088	WD repeat-containing protein 55 homolog	1.81	1	1	1	5218.501	1	
Q7K2Y9	Protein N-terminal glutamine amidohydrolase	3.9	1	2	0	15515.705999999998	2	
Q9VTC2	Biogenesis of lysosome-related organelles complex 1 subunit 4	5.33	1	1	0	6530.1826	1	
Q0KI28	Biogenesis of lysosome-related organelles complex 1 subunit 5	6.25	1	2	0	3226.6256000000003	2	
Q9W3F7	Mitoguardin	4.19	2	3	2	1496.1248500000002	2	
A1Z814	Oxysterol-binding protein	1.02	1	1	0	5825.883	1	
Q9W4F9	IP01388p	3.65	2	3	0	2957.35787	2	
E1JJR2	Nicotinic acetylcholine receptor alpha7, isoform E	1.77	1	1	0	3984.1885	1	
Q7KMJ6	RNA-binding protein spenito	1.13	1	1	1	824.3186	1	
A0A0B4LHE6	Orcokinin, isoform B	12.6	2	2	2	1010.87093	2	
A1ZAX6	FI02012p	1.2	1	1	0	764.92896	1	
F0JAQ9	MIP27169p	5.85	2	3	0	1632.0514	1	
P18289	Transcription factor Jra	3.11	1	1	0	11918.095	1	
Q9VMX1	KIF-binding protein	2.83	2	2	2	12678.4661	2	
Q7K0F7	Carbonyl reductase, isoform A	4.51	2	3	2	9442.8682	2	
O18405	Surfeit locus protein 4 homolog	7.04	2	2	2	854.57434	1	
Q9VR55	LD29159p	8.71	1	3	1	9959.85785	3	
Q9VHH7	Adenosine deaminase-like protein	2.37	1	1	1	1713.8785	1	
M9MRP5	Ecdysone-induced protein 63F 1, isoform C	4.42	1	1	0	3690.2896	1	
Q9BLX1	PDGF- and VEGF-related factor 1, isoform B	7.64	2	2	0	1546.4198	1	
P54194	General odorant-binding protein 84a	4.57	1	1	1	737.8489	1	
Q24468	Receptor protein serine/threonine kinase put	1.74	1	1	1	739.9072	1	
Q95RQ8	Zinc finger protein pita	2.34	2	6	2	14202.48406	6	
Q8IR92	Uncharacterized protein, isoform A	8.58	7	12	0	816.6837	1	
Q7KVT8	Orion, isoform B	3.1	2	2	0	1799.2164	1	
Q9VV26	GEO12049p1	6.84	1	4	1	51873.5664	4	
A0A0B4KEG0	NAD kinase 2, mitochondrial	2.18	1	1	0	426.25656	1	
Q9VPU0	RCC1-like domain-containing protein	2.2	1	1	1	632.2355	1	
Q24192	Ras-like GTP-binding protein RhoL	7.89	2	4	0	30921.5109	4	
Q8MKL1	UPF0598 protein CG30010	4.79	1	1	0	7083.5254	1	
Q9W3C8	Carbonic anhydrase 3, isoform A	4.4	1	2	1	2187.369	1	
M9PGK3	Uncharacterized protein, isoform I	1.54	2	3	0	3020.76782	3	
A1Z8Q0	Tweedlebeta	6.06	1	1	1	8303.008	1	
A1ZAG3	Protein G12	8.33	1	2	1	2526.3746	2	
