Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 130C, Sample, n/a, ctrl_pool_1	Abundance: F5: 131, Sample, n/a, ctrl_pool_2	Modifications
Q9VYD5	Branched-chain-amino-acid aminotransferase	2.26	1	1	1	1696.4985	509.096	
Q9VYF0	GM09012p	14.93	4	10	4	16342.5678	8244.0548	
Q9VYG8	CG15717-PA	15.08	4	6	4	37249.8083	28004.79416	
Q9VYJ1	FI12805p	7.33	5	6	5	10120.371060000001	8823.94473	
Q9VYK6	Tomosyn, isoform C	5.24	8	14	1	37372.15988	28092.55668	
Q9VYM0	CG2555-PA	14.21	3	6	1	5766.3645	5779.39819	
Q9VYM7	Uncharacterized protein, isoform C	14.62	6	14	2	5152.5341	3216.2627	
Q9VYN1	protein kinase C	0.84	2	18	1	529762.7073199999	441268.00325999997	
Q9VYR4	Furrowed, isoform A	1.96	2	5	0	8714.52554	6132.04335	
Q9VYS2	GH09980p	7.06	6	7	6	32899.7724	29484.0099	
Q9VYT0	RE04130p	30.84	7	9	6	247152.31100000002	179223.3199	
Q9VYT1	BLOC-1-related complex subunit 5	8.6	3	8	3	15201.41143	8663.85864	
Q9VYT3	FI23714p1	3.57	5	7	5	15396.8766	13877.15142	
Q9VYT6	P24-related-1, isoform A	7.14	3	9	3	119280.67426	104825.74455	
Q9VYU9	RH17287p	45.02	7	14	7	129209.88065	97757.4292	
Q9VYV4	Amun, isoform A	4.91	3	5	3	26946.364	21363.9794	
Q9VYV6	GEO09033p1	23.68	3	3	3	29160.2902	22982.494899999998	
Q9VZ00	FI19420p1	19.19	18	25	0	88879.33840000001	61397.61517	
Q9VZ19	Antennal dehydrogenase	35.6	6	24	6	126694.70993	124401.01645000001	
Q9VZ20	Dynein light intermediate chain	28.4	16	40	4	203871.13251	154456.32668	
Q9VZ24	GEO11412p1	44.25	7	77	7	4852981.0527	3319559.62806	
Q9VZ25	Uncharacterized protein, isoform A	6.96	1	1	1	798.2639	0.0	
Q9VZ34	RH72958p	2.64	2	5	2	5788.505300000001	3309.2925999999998	
Q9VZ37	Uncharacterized protein, isoform A	7.81	1	1	1	5050.458	2800.485	
Q9VZ58	Purple acid phosphatase	15.78	8	16	7	90572.47774	90467.23696	
Q9VZ59	LP02042p	6.12	1	4	0	31852.164150000004	18388.389130000003	
Q9VZ66	SD22308p	35.37	5	12	5	104504.5201	65009.724	
Q9VZ67	Uncharacterized protein	28.99	2	9	2	25651.738699999998	26094.337799999998	
Q9VZ71	RE01453p	9.04	2	3	2	8685.40484	3979.8176	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	11.46	3	7	3	20731.90039	17750.71439	
Q9VZE4	RE70333p	17.02	8	19	8	57938.62169	46113.253300000004	
Q9VZE9	V-type proton ATPase subunit	9.41	1	4	1	190875.538	176631.0257	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	3.94	2	3	2	10456.24	8480.999	
Q9VZF9	Cuticular protein 64Ad	32.79	6	20	6	588895.0909	395251.97604	
Q9VZG0	Cuticular protein 64Ac	43.62	9	67	9	2181777.14991	1506503.66894	
Q9VZG1	Cuticular protein 64Ab	42.5	4	17	4	255294.14444	181867.84603	
Q9VZG2	Cuticular protein 64Aa	76.04	10	55	10	1972204.45496	1260658.96899	
Q9VZH5	CLIP domain-containing serine protease	11.35	8	9	1	13829.4546	8822.23594	
Q9VZI1	Transgelin	82.98	14	100	1	5404082.54589	3891144.00171	
Q9VZI8	Fumarylacetoacetase	10.07	4	7	4	58814.6982	47061.303400000004	
Q9VZJ2	GH27759p	16.59	7	14	7	76132.9274	69113.4462	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	6.57	4	8	4	24375.50506	20387.02593	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	41.89	6	25	1	420104.6829	336636.13537000003	
Q9VZL3	very-long-chain enoyl-CoA reductase	3.64	1	1	1	453.56775	0.0	
Q9VZS1	protein-serine/threonine phosphatase	13.21	5	9	4	16894.87112	9267.72213	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	10.76	10	21	10	144502.3568	112569.75343	
Q9VZV2	Chitinase 7	7.7	7	9	7	24806.87857	18518.49688	
Q9VZW1	Phospholipid scramblase	7.22	2	4	2	10797.940340000001	10317.42215	
Q9VZW7	Carnitine palmitoyltransferase 2	11.54	7	9	7	95514.81291000001	73966.8297	
Q9VZX6	LD06441p	7.98	3	4	3	32761.794800000003	23742.8815	
Q9VZY0	LD45195p	17.62	5	10	5	150041.7153	122214.4923	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	4.8	3	4	2	5370.413930000001	4667.867200000001	
Q9VZZ5	GEO12033p1	28.67	4	10	4	286794.3726	199319.11951	
Q9VZZ6	CG16985 protein	32.21	4	10	4	160583.33500000002	127697.6825	
Q9W022	GEO01508p1	64.08	8	33	8	1400879.55628	1048265.05244	
Q9W073	RH22148p	9.41	2	2	2	8253.7511	5548.155	
Q9W077	Cuticular protein 62Bc, isoform A	32.78	4	17	4	1164419.24225	751058.3378	
Q9W078	Cuticular protein 62Bb, isoform A	24.23	3	20	2	378068.99298	271465.47134	
Q9W086	Large ribosomal subunit protein mL46	20.54	6	11	6	39560.0097	30299.042800000003	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	24.21	3	5	2	32624.91935	30525.1236	
Q9W095	glycerol kinase	2.78	2	2	2	19752.263	14785.5373	
Q9W0A8	FI01658p	18.77	5	15	5	214807.81040000002	182482.7916	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	29.11	10	34	10	513796.39068	423293.84992999997	
Q9W0C3	GH11843p	61.22	12	26	12	284360.65165	219829.36784	
Q9W0D3	GH15728p	1.78	3	4	3	8837.395	5573.5868	
Q9W0D9	choline-phosphate cytidylyltransferase	6.82	3	10	2	24515.203999999998	23612.9463	
Q9W0H6	Acetyl-CoA acetyltransferase 2	29.08	9	25	9	97061.34820000001	83399.41112	
Q9W0H8	Reticulocalbin-3	24.32	9	18	4	324508.24431	247768.07587	
Q9W0H9	Rabaptin-5-associated exchange factor for Rab5	7.33	6	6	6	23525.77538	19141.6871	
Q9W0J9	GH07301p	41.93	10	20	9	201720.39335	179959.88115	
Q9W0K9	LD10220p	9.38	2	2	2	23253.672	10657.481	
Q9W0L7	ubiquitinyl hydrolase 1	3.16	5	5	0	17252.89015	11228.83319	
Q9W0M4	Endoplasmic reticulum transmembrane protein	27.63	8	19	7	122979.61323	85925.7908	
Q9W0M5	Protein DPCD	8.56	2	4	2	4899.6906	3269.9119	
Q9W0N6	LD27967p	16.52	5	9	5	23535.349299999998	23585.7084	
Q9W0P4	GEO05053p1	15.45	2	4	2	19170.166400000002	13709.208849999999	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	32.39	6	10	6	37769.6441	28058.01325	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.64	1	1	1	16866.52	11640.167	
Q9W0R0	Cell division cycle 5, isoform A	14.0	11	18	11	73309.26857	55830.5	
Q9W0S6	Large ribosomal subunit protein bL17m	18.18	4	4	4	12320.4933	9993.813	
Q9W0U0	glycerol kinase	2.23	1	1	0	29028.51	21928.168	
Q9W0X0	Scavenger receptor class B member 1	12.89	8	13	0	68635.42252	52785.1639	
Q9W0X1	GH15894p	1.58	1	1	1	6767.4917	9107.37	
Q9W0X2	GEO07322p1	12.4	2	2	2	29859.383139999998	20442.2783	
Q9W0X3	LD24657p	8.75	3	9	1	42855.254230000006	34589.97356	
Q9W0Z5	LP09747p	10.07	6	23	6	103964.40413	72426.80181	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	68.0	9	46	9	4310806.90087	3458045.31861	
Q9W127	Isochorismatase domain-containing protein 1	25.96	5	8	5	249796.695	184863.68449999997	
Q9W136	Uncharacterized protein	39.13	6	15	6	230801.56258	194719.28075	
Q9W140	Regulatory protein zeste	6.4	3	5	3	7299.21912	5646.88735	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	9.89	6	8	6	9542.1069	5772.336219999999	
Q9W149	RING-type E3 ubiquitin transferase	2.19	2	2	2	1695.5908	901.1426	
Q9W158	LD36772p	7.49	3	11	3	64738.1419	42709.66206	
Q9W199	GEO07594p1	14.84	3	3	3	11714.662100000001	8427.5403	
Q9W1B9	Large ribosomal subunit protein uL11	46.67	8	31	8	1024666.3448000001	651790.9901	
Q9W1C8	LD24355p	16.3	6	14	6	30400.47528	20451.59379	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	15.18	3	6	3	42860.7385	36206.67942	
Q9W1F2	FI07217p	5.93	2	4	2	16407.8206	10261.8468	
Q9W1F7	IP15825p	25.14	10	36	10	670207.73453	560894.9401	
Q9W1F8	GEO08248p1	18.05	3	10	3	85888.01485	83467.72976999999	
Q9W1G7	LD21576p	24.05	7	13	7	271741.0	218856.2534	
Q9W1H5	Decapping protein 1, isoform A	12.37	4	8	4	41843.4147	29591.3414	
Q9W1H6	GH04238p	8.46	2	5	2	181149.00314	174403.7726	
Q9W1H8	acetyl-CoA C-acyltransferase	31.77	14	54	14	550393.53921	472913.77932000003	
Q9W1I8	LD03592p	30.28	8	21	8	107358.97200000001	84784.43476	
Q9W1L1	Large ribosomal subunit protein mL43	17.19	4	8	4	45680.104380000004	26577.38363	
Q9W1L8	GH11818p	5.92	2	3	2	10540.1422	15811.548	
Q9W1M9	Exosome complex component RRP4	16.11	4	5	4	4021.63634	2713.3313	
Q9W1N3	Levy, isoform A	50.46	5	24	5	1446805.96752	1213704.00939	
Q9W1N4	Serine-threonine kinase receptor-associated protein	2.74	1	1	1	4943.689	4427.8535	
Q9W1R0	RH49821p	6.07	3	5	3	11496.9597	8436.23047	
Q9W1R3	Golgin-245	14.24	21	27	21	157080.94506	128157.12204	
Q9W1V8	CG9893 protein	3.65	1	2	1	45060.186	31367.616	
Q9W1W4	RE45066p	22.13	8	19	8	191864.8616	125502.20579	
Q9W1X5	GH04942p	13.03	18	41	3	266975.66728	187472.38562	
Q9W227	Peptidyl-prolyl cis-trans isomerase	64.39	13	56	13	1967326.68586	1674685.13203	
Q9W229	40S ribosomal protein S24	37.4	5	11	5	357064.2673	458713.2327	
Q9W236	Vacuolar protein sorting 20, isoform A	8.02	3	7	3	35869.9044	32083.53925	
Q9W253	Small ribosomal subunit protein mS29	13.01	5	5	5	11480.67586	8700.430499999999	
Q9W254	Quaking related 58E-2, isoform A	30.53	10	30	9	217212.06529	160579.78619	
Q9W257	RH13652p	6.99	2	7	2	196139.5448	163902.2793	
Q9W258	Babos, isoform A	27.55	6	28	6	424087.12664	348222.93645000004	
Q9W259	FI23916p1	14.71	5	10	5	84042.85949999999	76289.5193	
Q9W260	GH03113p	15.4	9	26	9	129368.35749	81444.73786	
Q9W287	Cuticle protein 16.5-like	4.15	1	3	1	14804.3162	12782.175899999998	
Q9W289	Golgi matrix protein 130 kD	16.6	13	32	13	174545.1449	132507.53136	
Q9W299	Sugar phosphate phosphatase	4.13	2	3	2	14297.2611	13464.3345	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	16.36	2	17	2	495099.02045999997	381071.23986	
Q9W2I2	Queuosine 5'-phosphate N-glycosylase/hydrolase	8.16	3	3	3	12175.5765	9416.6394	
Q9W2J4	UDP-glucuronosyltransferase	2.82	2	2	2	68466.486	61455.823300000004	
Q9W2J5	Uncharacterized protein, isoform A	17.66	7	16	0	44771.48752	36577.91728	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	17.52	2	2	2	23339.635	21667.99	
Q9W2L6	RH02475p	28.13	18	55	18	1107304.80214	823406.19384	
Q9W2M0	LD23155p	23.8	18	32	18	167658.56797	112901.7453	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	12	62	12	2986030.91084	2704310.75923	
Q9W2M9	FI16623p1	6.47	1	3	1	5865.35553	3307.34256	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	39.24	4	9	4	42236.20128	30820.32858	
Q9W2S2	Autophagy-related 8a, isoform A	11.57	2	9	1	221764.1524	162336.57259999998	
Q9W2U8	Neb-cGP, isoform A	83.33	3	21	3	541268.0861	337440.2334	
Q9W2V2	FI20035p1	3.86	3	3	3	31617.040999999997	22956.574	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	164	11	13395656.86487	10161945.75288	
Q9W2Y5	YLP motif-containing protein 1	1.06	2	3	1	1363.8285	0.0	
Q9W2Z7	Uncharacterized protein, isoform B	23.63	8	28	1	169249.06214	144589.32425	
Q9W306	GEO08256p1	14.05	2	4	2	64673.35575	40712.73557	
Q9W308	GH05731p	27.17	4	9	4	86073.4547	65803.78294	
Q9W309	GEO08445p1	29.63	7	11	7	252679.2791	228330.6161	
Q9W314	GH14088p	9.57	4	9	4	22237.01265	15537.7199	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	11.06	8	13	8	50278.60956	38773.2318	
Q9W330	Phosphotransferase	24.4	11	31	3	611800.5114	624583.82173	
Q9W335	Translocon-associated protein subunit alpha	21.19	3	5	3	116468.4646	153124.672	
Q9W337	GH19985p	21.56	4	12	4	135110.97837	88934.55225	
Q9W350	C11.1, isoform A	2.12	3	3	3	5923.5566	5024.4003299999995	
Q9W370	GEO12084p1	44.26	4	19	4	245442.77876	152792.92554999999	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	8.8	5	7	5	27641.1924	22087.429200000002	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	8.15	9	12	9	40437.12916	27953.8744	
Q9W392	T-complex protein 1 subunit beta	41.12	18	46	18	400541.11817000003	361837.76969	
Q9W396	FI06908p	12.08	3	5	3	24978.2323	22659.8057	
Q9W3B3	Uroporphyrinogen-III synthase	13.0	4	6	4	17010.41047	13571.54996	
Q9W3C3	LD10016p	17.41	8	12	8	94115.19066	74571.79634	
Q9W3C4	beta-N-acetylhexosaminidase	4.34	3	6	3	43177.17864	41738.6126	
Q9W3F6	Bleomycin hydrolase	12.91	5	9	1	90515.6923	66676.9315	
Q9W3G8	pyridoxal 5'-phosphate synthase	16.43	4	7	4	33699.91083	26122.770239999998	
Q9W3H4	LD36273p	62.35	12	36	12	627676.4129	514626.99215	
Q9W3J1	G protein beta subunit 5	6.7	2	3	2	80119.308	22110.716	
Q9W3J6	FI06457p	12.29	4	4	4	7551.7758	4703.5295	
Q9W3K6	LD35927p	5.12	4	6	4	60556.7675	47199.9766	
Q9W3K9	Short-chain dehydrogenase/reductase 3	30.31	9	24	9	720630.03123	571045.0305999999	
Q9W3L4	GH20802p	12.56	6	12	6	74684.79643999999	67735.60093	
Q9W3M7	RNA helicase	9.1	8	19	8	40473.138699999996	35224.06719	
Q9W3M8	LD34211p	32.16	7	17	7	154460.44308	123870.00655	
Q9W3N1	RH59310p	7.17	2	3	2	14083.5702	10185.0	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	37.5	3	10	2	273421.48744	136360.11238	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	37.56	13	35	13	571842.23118	370760.542	
Q9W3Q0	FI07418p	18.35	4	11	3	11377.719799999999	9699.664639999999	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	7.14	3	5	3	78056.563	60335.2456	
Q9W3S3	LP10445p	10.27	1	4	1	337.41934	0.0	
Q9W3T2	Coiled-coil domain-containing protein 25	18.66	5	11	5	59172.46303	47754.65149	
Q9W3T9	GM01152p	50.42	10	21	10	197799.91755	171557.25906	
Q9W3U9	CG14434-PA	36.9	6	15	0	59483.7941	39668.444	
Q9W3V2	FI19713p1	4.82	4	5	4	20919.62423	11004.8069	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	6.6	2	5	2	9978.0414	2473.63875	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	9.59	2	6	2	57664.867959999996	42266.6936	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	56.57	10	58	10	2530169.3324	1942689.11593	
Q9W3X8	RH42690p	13.47	5	10	5	15881.69333	10278.07442	
Q9W3Y3	Calcyclin-binding protein	27.83	6	12	6	112706.2569	100494.92420000001	
Q9W3Z4	GH18625p	2.43	1	3	1	3966.7615	3717.92	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	59.74	11	56	11	3253331.25082	2658277.49457	
Q9W403	LD24968p	11.05	6	14	6	29824.41422	21026.08491	
Q9W404	GH10714p	10.34	5	10	4	15132.43183	11013.72776	
Q9W411	Uncharacterized protein, isoform A	20.81	3	4	3	15132.4785	12234.677859999998	
Q9W414	Regulatory particle triple-A ATPase 4	47.86	16	41	11	333596.27194	322195.59194	
Q9W425	Rabconnectin-3A	0.7	3	3	3	17560.0735	11787.444300000001	
Q9W457	Serine hydroxymethyltransferase	33.71	20	77	0	1536228.24719	1246643.40348	
Q9W461	LD23868p	10.93	5	10	5	28429.589359999998	22283.00218	
Q9W482	Lin-52, isoform A	19.11	3	3	3	10677.2811	9607.163	
Q9W483	GH18971p	15.83	5	8	5	41068.742	34535.81576	
Q9W486	LD13361p	5.65	3	4	1	10348.35303	9136.8168	
Q9W499	Large ribosomal subunit protein uL29	12.2	2	11	2	362517.69149999996	258759.1508	
Q9W4A0	GH11193p	24.87	5	10	5	59032.9954	46937.623400000004	
Q9W4A6	Otopetrin-like a, isoform A	3.6	4	4	1	44216.49800000001	28363.809999999998	
Q9W4C2	lysozyme	18.42	4	5	4	64069.5585	48288.0855	
Q9W4I3	Large ribosomal subunit protein uL30m	43.33	8	11	8	86089.3543	63236.34055	
Q9W4J7	Uncharacterized protein	11.79	3	5	3	21141.93723	15280.268660000002	
Q9W4K0	CHOp24, isoform A	36.06	7	24	7	403277.725	363606.86053	
Q9W4M7	Twenty-four, isoform B	2.46	5	7	3	6472.816	6121.752750000001	
Q9W4N8	LD30122p	72.86	14	57	1	3032858.84088	2646649.4529	
Q9W4U2	RH09070p	31.33	6	19	6	114629.09550000001	91413.26438000001	
Q9W4W4	RING-type E3 ubiquitin transferase	6.71	4	5	4	16889.059	10613.592	
Q9W4W5	RE47284p	13.77	5	10	5	90209.2982	75566.06262	
Q9W4W8	Paraplegin, isoform A	15.26	14	34	14	135321.17217	105470.65269	
Q9W4Y1	aralkylamine N-acetyltransferase	25.88	6	13	6	55923.7301	47252.68677	
Q9W4Z1	EG:BACH48C10.5 protein	6.97	9	12	0	20126.668700000002	16950.49088	
Q9W4Z2	Large ribosomal subunit protein uL14m	19.25	4	7	4	13091.01023	13068.19428	
Q9W503	RH61816p	23.76	8	17	8	136198.21606	79215.20427	
Q9W5B4	GH18858p	20.38	6	12	6	587102.5539	527491.93706	
Q9W5B5	Gamma-butyrobetaine dioxygenase	9.61	3	3	3	1035.733	1692.5331	
Q9W5E2	EG:115C2.8 protein	5.64	2	3	2	1852.0176	886.6052	
Q9W5G7	EG:BACR37P7.8 protein	17.32	5	8	0	20742.2479	15575.322540000001	
Q9W5R5	Sarcolemmal membrane-associated protein	6.8	7	9	7	34918.2091	27812.13217	
Q9W5W7	GH19483p	6.06	4	6	4	25140.95622	18156.839939999998	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	45.51	13	44	13	1022542.98505	803263.3973899999	
Q9W5X0	LD21953p	23.88	5	25	0	35456.4931	26607.348199999997	
Q9XTL2	Jak pathway signal transduction adaptor molecule	8.85	7	11	7	128649.7764	101354.4855	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	26.3	8	14	8	72365.3308	53817.81044	
Q9XYZ9	Glutathione S transferase E12, isoform A	80.27	12	52	12	3533165.5243800003	2693526.2787099998	
Q9XZ19	Uncharacterized protein	5.14	2	3	2	13636.2184	14686.2156	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	30.25	9	22	9	177264.87177	140628.6723	
Q9Y0Y5	Coatomer subunit epsilon	27.78	8	17	8	207393.3917	165960.49533	
Q9Y112	BcDNA.GH10614	54.75	18	86	16	1894578.16091	1473834.14822	
Q9Y114	UBX domain-containing protein 4	30.49	22	52	22	433633.16828	313312.09682	
Q9Y119	BcDNA.GH08860	18.54	16	35	16	495775.90335000004	398368.3814	
Q9Y125	BcDNA.GH08312	25.5	27	141	2	6318858.82867	4524681.90891	
Q9Y128	Ceramide transfer protein	9.65	6	10	3	10184.710869999999	7258.9443200000005	
Q9Y136	Neprilysin-like 21	7.92	6	11	3	21502.846599999997	15687.26544	
Q9Y143	BcDNA.GH05536	50.38	11	64	11	2522369.41764	2114525.2145000002	
Q9Y156	BcDNA.GH02976	14.84	5	5	5	57752.4531	39010.104	
Q9Y162	vesicle-fusing ATPase	26.02	15	42	15	380093.35614	328220.40546	
Q9Y164	BcDNA.GH02439	51.63	16	81	0	3614159.95183	3212965.35424	
Q9Y171	BcDNA.GH02220	4.76	2	5	2	6588.50767	3630.5268800000003	
R9PY51	Uncharacterized protein	34.95	5	42	5	4724991.00607	3302287.2133	
X2J4C1	Synaptotagmin 1, isoform I	51.48	24	139	0	5269219.4392800005	4754115.26222	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	6.58	11	17	0	71597.2552	56813.84177	
X2J979	Synaptotagmin 1, isoform H	56.45	24	135	1	95803.4579	91846.0146	
X2JAT7	Fasciclin 3, isoform G	16.7	7	28	0	14438.196	9530.299	
X2JAZ3	mitogen-activated protein kinase kinase	15.52	7	10	1	24105.3213	18097.95856	
X2JB48	ADP/ATP translocase	66.22	21	145	1	9662009.18563	8569609.05597	
X2JCY4	Stoned B, isoform H	11.76	13	30	1	99446.422	74627.32915	
X2JDJ5	Multiple edematous wings, isoform F	4.34	5	8	0	22384.66714	16711.2573	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	22.69	9	158	0	17499711.43174	11751136.29936	
X2JEN5	Uncharacterized protein, isoform H	30.54	5	8	3	24582.5594	17386.7444	
X2JKC1	Lipid storage droplet-2, isoform E	35.52	10	28	0	10389.3596	5576.443	
O76932	Serine/threonine-protein phosphatase 4 catalytic subunit	6.51	2	2	0	4049.32312	4763.14027	
P10674	Fasciclin-1	43.71	29	142	1	1672.3256	2374.2507	
P32865	G protein-coupled receptor kinase 1	2.57	2	2	0	377.7011	0.0	
Q08605	Transcription activator GAGA	6.37	3	3	0	8386.2312	7509.9412	
Q9V3H8	NTF2-related export protein	12.03	2	2	1	7634.4924	5806.114	
Q9V7Y2	Sphingosine-1-phosphate lyase	4.77	3	3	3	14836.833599999998	7075.4153	
Q9VE09	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	4.72	3	3	3	364.14743	0.0	
Q9VES1	ADP-ribosylation factor-like protein 6-interacting protein 1	4.06	1	1	0	9582.759	8403.73	
Q9VK68	PITH domain-containing protein CG6153	7.11	2	4	0	2976.27334	1720.347	
Q9VLL3	A-kinase anchor protein 200	22.18	13	38	1	3576.8745	0.0	
Q9VPD2	Cytosolic Fe-S cluster assembly factor Nubp2 homolog	6.15	2	3	2	953.6089	1577.4324	
Q9VVW5	Dual specificity protein phosphatase Mpk3	4.62	2	3	0	10209.357899999999	9065.0296	
Q9VWS2	Nucleoporin Nup35	6.65	3	4	3	16862.9775	13506.575	
Q9W568	Protein halfway	5.56	3	4	0	2612.5707	1755.8911	
Q9Y0Y6	Nuclear receptor-binding protein homolog	3.3	2	4	0	8644.08008	6395.164	
A0A0B4K7U4	Muscleblind, isoform H	2.42	2	4	0	52986.0956	30826.995639999997	
A0A0B4KEZ2	Nervy, isoform D	2.11	2	2	0	2990.4244	2222.17608	
A0A0B4KFE3	Toutatis, isoform F	0.29	1	1	0	390.03558	444.28293	
A0A0B4KFK9	Canoe, isoform F	1.69	3	5	0	9158.82367	5264.4379	
A0A0B4KGN2	MICOS complex subunit MIC60	45.84	36	139	1	59414.883	49297.695	
A0A0B4LGY0	Uncoordinated 115a, isoform H	26.04	20	57	1	23176.438	14977.764	
A0A0S0WPM5	Uncharacterized protein, isoform D	3.57	1	1	0	685.3921	0.0	
A0ACD4DAB9	Bruchpilot, isoform R	51.29	108	368	0	51238.2135	37404.456	
A1Z7M0	Space blanket	5.71	2	4	2	15320.2508	10499.1312	
A8JNQ4	RNA-binding Fox protein 1, isoform I	2.39	2	6	0	38940.4866	25498.851799999997	
B5RJS0	IP20241p	2.69	3	3	0	2518.62318	1702.3955	
E1JJM0	FI20063p1	14.83	10	14	0	71213.9727	56958.92005	
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	5.9	2	3	1	9188.1818	5660.860000000001	
M9PEX2	Uncharacterized protein, isoform D	25.93	10	33	1	13648.450100000002	8268.730749999999	
M9PHI0	Hyperkinetic, isoform M	2.03	2	3	0	26313.9674	24004.989	
Q0E8R1	FI07211p	29.47	10	55	0	10705.149	11596.8583	
Q5U0V7	phosphoinositide 5-phosphatase	2.13	3	3	3	448.2574	0.0	
Q6NLA3	V-type proton ATPase subunit a	7.98	8	19	0	108635.10952	77065.94357	
Q7JWH6	RE61424p	6.99	2	3	2	4877.5566	3974.8823	
Q7JZJ3	Cuticular protein 56F	11.98	3	4	3	2127.82986	1357.20396	
Q7K1Q7	Ribosome assembly factor mrt4	9.77	3	5	3	68106.6574	51109.348710000006	
Q7K1W4	Epoxide hydrolase	4.06	2	2	2	672.1375	399.82397	
Q7KVW1	RE73736p	4.94	3	4	0	23744.1137	15679.4316	
Q7PLV6	FI02158p	1.7	2	2	2	675.99744	931.2808	
Q8I062	GH23305p	80.95	19	194	1	45559.8443	17710.9967	
Q8I937	Ribosome biogenesis regulatory protein	5.16	2	3	2	6062.7537999999995	5925.4334	
Q8IRB4	Tumor protein p53 inducible nuclear protein, isoform C	2.93	1	1	0	432.2173	459.55652	
Q9I7N2	Nucleoporin NUP42	4.27	2	3	0	4775.7347	2834.32849	
Q9V3T2	Mitochondrial 2-oxodicarboxylate carrier	7.52	2	3	1	18050.237439999997	14680.0455	
Q9VCS2	Short-chain dehydrogenase/reductase 3	2.49	1	3	1	2139.21955	2833.9102	
Q9VG79	Xaa-Pro dipeptidase	4.89	3	3	3	1576.37875	1080.4640200000001	
Q9VHX1	LD44032p	1.41	1	1	1	1997.7101	738.34985	
Q9VKC1	IP16805p	2.72	1	1	1	10790.576	12401.963	
Q9VPY2	Phospholipase A2 activator protein, isoform A	3.43	3	4	3	2727.43516	3318.765	
Q9VSE8	UDP-glucuronic acid decarboxylase 1	5.9	3	4	3	5458.1103	4443.98525	
Q9VTE1	Immediate early response 3-interacting protein 1	16.25	1	1	1	551.0175	0.0	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	14.74	2	3	2	13034.325	6916.0919	
Q9VTY1	LD40136p	5.69	2	3	2	1501.30585	1275.1497	
Q9VVU6	Pre-mRNA-processing factor 6	2.15	2	2	2	1832.2251	1945.0956	
Q9VYI2	BRMS1 transcriptional repressor	6.18	2	2	2	2917.19797	835.0309	
Q9W2N5	GH10162p	3.47	2	4	2	5213.79469	3312.92583	
Q9W362	La-related protein 7	1.51	1	2	1	12825.042	10527.3588	
Q9W525	LD08195p	3.8	2	4	1	8909.53328	3128.2844999999998	
P0C919	Molybdopterin synthase sulfur carrier subunit	31.11	3	5	3	10951.2395	10770.16573	
Q24314	Vacuolar protein sorting-associated protein 18 homolog	2.69	3	3	3	1769.6185	2174.5024	
Q9VI58	Terminal uridylyltransferase Tailor	3.39	2	2	0	6874.046	6139.427	
Q9XYN7	Proteasome subunit beta type-3	4.88	1	2	1	11074.9318	5368.398	
A0A0B4JCU7	Matrix metalloproteinase 1, isoform E	5.17	3	3	0	1292.65143	1085.78187	
A0A0B4LHR2	Uncharacterized protein, isoform F	10.31	8	12	0	2964.4546	3062.6602	
