Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 127C, Sample, n/a, SF1g_F3	Abundances Count: F8: 127C, Sample, n/a, SF1g_F3	Modifications
Q9W337	GH19985p	44.95	7	14	7	742727.9217	14	
Q9W370	GEO12084p1	38.52	4	10	4	418702.836	9	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	3.4	2	2	2	10627.3539	2	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	3.98	3	3	3	16599.071	2	
Q9W392	T-complex protein 1 subunit beta	41.5	19	37	19	2001165.5499	35	
Q9W396	FI06908p	14.17	4	7	4	258360.9981	6	
Q9W3B3	Uroporphyrinogen-III synthase	14.08	4	5	4	139132.1945	5	
Q9W3C3	LD10016p	12.94	6	8	6	143178.87435	6	
Q9W3C4	beta-N-acetylhexosaminidase	6.43	4	4	4	45359.6324	3	
Q9W3F6	Bleomycin hydrolase	19.26	8	15	1	350118.8025	11	
Q9W3G8	pyridoxal 5'-phosphate synthase	13.62	3	4	3	125173.21660000001	3	
Q9W3H4	LD36273p	66.8	13	29	13	1366684.99747	25	
Q9W3J1	G protein beta subunit 5	20.11	5	9	5	107934.5345	7	
Q9W3J6	FI06457p	8.64	3	4	3	26558.8616	3	
Q9W3K6	LD35927p	4.99	4	5	4	78169.559	4	
Q9W3K9	Short-chain dehydrogenase/reductase 3	32.5	11	26	11	629292.4368	23	
Q9W3L4	GH20802p	35.02	10	23	10	795749.2657	22	
Q9W3M7	RNA helicase	14.07	10	15	9	71051.87225	9	
Q9W3M8	LD34211p	47.74	8	17	8	824219.0843000001	17	
Q9W3N1	RH59310p	7.17	2	2	2	5361.757	1	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	37.5	3	10	2	384624.919	8	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	43.41	16	40	16	2421176.77806	37	
Q9W3Q0	FI07418p	23.39	5	14	4	21460.3772	3	
Q9W3Q1	GM14286p	8.84	3	3	3	15893.995350000001	3	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	26.3	9	13	9	358540.81858	12	
Q9W3S3	LP10445p	15.68	2	3	2	8457.6355	3	
Q9W3T2	Coiled-coil domain-containing protein 25	22.49	5	7	5	111279.58148000001	6	
Q9W3T9	GM01152p	45.38	9	16	9	677569.6239	16	
Q9W3U9	CG14434-PA	32.62	6	13	0	210011.15807	9	
Q9W3V2	FI19713p1	4.82	4	4	4	26222.8543	4	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	8.25	2	3	2	13916.331	3	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	11.87	3	4	3	53652.6195	4	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	56.57	10	60	10	5775853.3291	57	
Q9W3X8	RH42690p	10.73	4	5	4	18774.991	3	
Q9W3Y3	Calcyclin-binding protein	47.83	11	20	11	595854.2554	19	
Q9W3Z4	GH18625p	3.75	1	1	1	3167.3984	1	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	59.74	12	55	12	3193027.00539	50	
Q9W403	LD24968p	9.21	5	7	5	58578.244360000004	7	
Q9W404	GH10714p	31.03	9	12	8	215697.3151	9	
Q9W411	Uncharacterized protein, isoform A	9.4	2	3	2	46799.3184	3	
Q9W414	Regulatory particle triple-A ATPase 4	34.01	13	26	8	1016482.1805	24	
Q9W425	Rabconnectin-3A	1.34	5	5	5	27350.974199999997	3	
Q9W457	Serine hydroxymethyltransferase	36.69	23	69	0	5031714.67746	60	
Q9W461	LD23868p	18.22	7	8	7	124208.80489999999	8	
Q9W482	Lin-52, isoform A	33.12	4	11	4	122525.41696	8	
Q9W483	GH18971p	5.79	2	3	2	57720.279500000004	3	
Q9W486	LD13361p	5.27	3	3	0	32368.14	3	
Q9W499	Large ribosomal subunit protein uL29	17.89	3	6	3	95845.0827	4	
Q9W4A0	GH11193p	19.8	4	5	4	189630.577	5	
Q9W4A6	Otopetrin-like a, isoform A	9.28	7	8	3	47914.273049999996	8	
Q9W4C2	lysozyme	17.11	3	3	3	84751.07500000001	3	
Q9W4I3	Large ribosomal subunit protein uL30m	40.56	8	10	8	179975.6113	8	
Q9W4J7	Uncharacterized protein	13.82	4	5	4	27337.108	4	
Q9W4K0	CHOp24, isoform A	42.79	8	31	8	2081181.31736	27	
Q9W4N8	LD30122p	55.76	15	77	0	6363830.8301800005	70	
Q9W4U2	RH09070p	41.37	8	24	8	1384252.02789	21	
Q9W4W4	RING-type E3 ubiquitin transferase	3.04	2	2	2	8565.2855	2	
Q9W4W5	RE47284p	11.15	4	4	4	195302.4396	4	
Q9W4W8	Paraplegin, isoform A	18.07	15	21	15	283255.10498	19	
Q9W4Y1	aralkylamine N-acetyltransferase	32.46	7	13	7	496270.50899999996	13	
Q9W4Z1	EG:BACH48C10.5 protein	2.59	2	2	0	15580.081300000002	2	
Q9W4Z2	Large ribosomal subunit protein uL14m	21.74	3	3	3	8756.292	3	
Q9W503	RH61816p	38.61	11	14	11	380218.7945	14	
Q9W5B4	GH18858p	31.97	10	21	10	860460.9547	18	
Q9W5B5	Gamma-butyrobetaine dioxygenase	6.4	2	2	2	25865.282300000003	2	
Q9W5E2	EG:115C2.8 protein	7.35	2	3	2	11961.012040000001	3	
Q9W5G7	EG:BACR37P7.8 protein	7.84	2	5	0	79542.57579999999	5	
Q9W5R5	Sarcolemmal membrane-associated protein	5.8	5	6	5	129763.582	6	
Q9W5W7	GH19483p	2.57	2	3	2	27175.1576	3	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	41.35	12	40	12	4981902.22897	38	
Q9W5X0	LD21953p	26.87	6	25	1	114943.439	4	
Q9XTL2	Jak pathway signal transduction adaptor molecule	9.58	6	10	6	163634.9794	9	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	35.29	9	12	9	145743.8379	12	
Q9XYZ9	Glutathione S transferase E12, isoform A	40.36	10	52	10	5020546.8903	44	
Q9XZ19	Uncharacterized protein	20.24	5	7	5	144913.825	6	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	26.23	10	18	10	745413.3406	17	
Q9Y0Y5	Coatomer subunit epsilon	19.28	7	15	7	763283.3054	15	
Q9Y112	BcDNA.GH10614	70.25	24	101	21	10148316.60979	98	
Q9Y114	UBX domain-containing protein 4	35.21	22	29	22	440296.18166	23	
Q9Y119	BcDNA.GH08860	23.49	18	22	18	422911.50246	19	
Q9Y125	BcDNA.GH08312	31.27	32	108	2	12737725.77947	92	
Q9Y128	Ceramide transfer protein	5.66	4	4	2	13532.23998	3	
Q9Y136	Neprilysin-like 21	8.63	6	7	4	49720.1746	7	
Q9Y143	BcDNA.GH05536	50.38	11	45	11	2042306.03757	37	
Q9Y156	BcDNA.GH02976	31.45	9	14	9	263716.712	13	
Q9Y162	vesicle-fusing ATPase	31.67	18	43	18	2700010.86315	40	
Q9Y164	BcDNA.GH02439	54.35	18	81	0	9529176.27512	76	
Q9Y165	E2 ubiquitin-conjugating enzyme	4.89	2	2	2	2781.0862	1	
Q9Y171	BcDNA.GH02220	4.54	2	4	2	172376.65204	4	
R9PY51	Uncharacterized protein	34.95	6	48	6	5465829.8422	27	
X2J4C1	Synaptotagmin 1, isoform I	47.46	24	115	1	7500276.39719	105	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	5.99	9	12	0	356148.1349	12	
X2J979	Synaptotagmin 1, isoform H	48.2	24	114	1	279760.0272	10	
X2JAT7	Fasciclin 3, isoform G	15.08	7	20	1	129178.20349999999	2	
X2JAZ3	mitogen-activated protein kinase kinase	17.3	7	7	1	212523.3425	6	
X2JB48	ADP/ATP translocase	56.86	20	109	1	9386334.53483	101	
X2JCY4	Stoned B, isoform H	21.51	19	33	1	666861.80118	31	
X2JDJ5	Multiple edematous wings, isoform F	6.52	8	9	1	80671.91982	7	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	25.63	13	141	0	23781308.04028	111	
X2JEN5	Uncharacterized protein, isoform H	20.96	4	7	1	19471.625	1	
X2JKC1	Lipid storage droplet-2, isoform E	46.87	14	29	0	18192.769999999997	2	
O46043	Poly(ADP-ribose) glycohydrolase	4.98	3	3	3	9560.7263	2	
O76932	Serine/threonine-protein phosphatase 4 catalytic subunit	2.28	1	1	0	15014.502	1	
P10674	Fasciclin-1	49.69	30	164	1	1921.713	1	
P32865	G protein-coupled receptor kinase 1	1.43	1	1	0	3716.8018	1	
Q08605	Transcription activator GAGA	1.2	1	1	0	25748.314	1	
Q9V3H8	NTF2-related export protein	10.53	2	2	1	7447.588	1	
Q9V770	Probable cytochrome P450 6a17	4.19	2	2	0	2908.552	1	
Q9VES1	ADP-ribosylation factor-like protein 6-interacting protein 1	8.12	3	3	0	59418.92650000001	3	
Q9VK68	PITH domain-containing protein CG6153	12.32	3	3	0	55651.44	2	
Q9VPD2	Cytosolic Fe-S cluster assembly factor Nubp2 homolog	3.46	1	1	1	5733.3906	1	
Q9VVW5	Dual specificity protein phosphatase Mpk3	1.95	1	1	0	3751.4734	1	
Q9VWS2	Nucleoporin Nup35	6.95	3	3	3	26919.980000000003	2	
Q9W568	Protein halfway	3.11	1	1	0	937.5949	1	
Q9XZT1	Mediator of RNA polymerase II transcription subunit 18	4.61	1	1	1	5075.8574	1	
A0A0B4JD15	Guanine nucleotide-binding protein subunit alpha	11.38	4	6	0	4502.0586	1	
A0A0B4K7U4	Muscleblind, isoform H	5.68	5	8	0	61199.7025	6	
A0A0B4KFE3	Toutatis, isoform F	0.26	1	1	0	900.6815	1	
A0A0B4KGN2	MICOS complex subunit MIC60	52.14	42	115	1	28164.285	1	
A0ACD4DAB9	Bruchpilot, isoform R	54.49	113	340	0	50382.277	1	
A1Z7M0	Space blanket	2.86	1	1	1	18238.582	1	
A1ZA97	Carboxylic ester hydrolase	3.58	2	2	2	42769.9683	2	
A8JNQ4	RNA-binding Fox protein 1, isoform I	6.41	4	6	0	206504.5745	6	
E1JHJ9	Cytoplasmic linker protein 190, isoform M	34.29	53	96	1	10055.805	1	
E1JIR4	Sodium/potassium-transporting ATPase subunit alpha	46.51	44	150	1	1689.0522	1	
E1JJM0	FI20063p1	22.76	13	20	0	400534.37279	18	
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	4.83	2	2	0	9854.607	1	
F0JAG6	Alpha-actinin, sarcomeric	57.75	51	192	1	20142.209	1	
M9PEX2	Uncharacterized protein, isoform D	33.89	13	38	1	8611.203	1	
M9PHI0	Hyperkinetic, isoform M	1.69	1	2	0	10327.5047	2	
Q0E8R1	FI07211p	34.57	13	35	0	116583.518	2	
Q6NLA3	V-type proton ATPase subunit a	9.15	7	10	0	129093.563	10	
Q7JWH6	RE61424p	5.65	2	2	2	6612.5547	1	
Q7JXA2	LOBE	5.52	2	2	2	5055.0713	1	
Q7K1Q7	Ribosome assembly factor mrt4	5.86	2	3	2	133552.7627	3	
Q7K1W4	Epoxide hydrolase	1.71	1	1	1	3085.7603	1	
Q7KVW1	RE73736p	2.8	2	2	0	36351.813	2	
Q7PLV6	FI02158p	0.85	1	2	1	3128.2837	2	
Q8I062	GH23305p	83.33	21	152	1	80234.305	1	
Q8I937	Ribosome biogenesis regulatory protein	5.16	2	2	2	30495.1474	2	
Q8IPG9	Basigin, isoform A	48.68	14	69	1	5606.625	1	
Q8IRB4	Tumor protein p53 inducible nuclear protein, isoform C	6.59	2	2	0	6794.905	1	
Q8MPN6	Serpin 4	27.18	9	11	0	13212.8	1	
Q9I7N2	Nucleoporin NUP42	4.02	2	3	0	22676.5556	3	
Q9V3T2	Mitochondrial 2-oxodicarboxylate carrier	3.59	1	1	1	2734.216	1	
Q9VCS2	Short-chain dehydrogenase/reductase 3	9.35	3	3	3	8180.112300000001	3	
Q9VKC1	IP16805p	4.28	1	1	1	20036.64	1	
Q9VM94	Homer, isoform B	49.62	17	57	1	20737.064	1	
Q9VPY2	Phospholipase A2 activator protein, isoform A	1.14	1	1	1	67951.23	1	
Q9VRT7	U6 snRNA-associated Sm-like protein LSm5	46.15	2	4	2	116095.2755	4	
Q9VSE8	UDP-glucuronic acid decarboxylase 1	2.04	1	1	1	38417.508	1	
Q9VTE1	Immediate early response 3-interacting protein 1	26.25	2	2	2	17624.3516	2	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	23.16	3	4	3	332047.7862	4	
Q9VTY1	LD40136p	5.69	2	2	2	33624.22	2	
Q9VVU6	Pre-mRNA-processing factor 6	1.29	1	1	1	1964.4626	1	
Q9VY48	Large ribosomal subunit protein mL38	7.21	3	3	3	22216.2586	2	
Q9W2N5	GH10162p	3.47	2	2	2	48435.624800000005	2	
Q9W362	La-related protein 7	1.85	1	1	1	390.11176	1	
Q9W525	LD08195p	3.8	2	2	1	26831.358999999997	2	
P0C919	Molybdopterin synthase sulfur carrier subunit	23.33	2	2	2	22450.601	2	
Q24314	Vacuolar protein sorting-associated protein 18 homolog	0.8	1	1	1	449.5032	1	
Q9XYN7	Proteasome subunit beta type-3	15.12	3	3	3	37763.998	2	
A0A0B4KGW5	Uncharacterized protein, isoform C	19.15	1	2	0	18988.277	2	
A0A0B4LHR2	Uncharacterized protein, isoform F	10.18	6	6	0	13485.824	1	
A0A6M3Q6Z1	Stambha A, isoform F	2.05	2	2	0	34557.9236	2	
A8E6R2	Alanine--glyoxylate aminotransferase 2, mitochondrial	3.09	2	2	0	10901.1381	2	
B7YZX9	Uncharacterized protein, isoform B	19.17	3	4	1	62823.2032	4	
E1JJ83	Os-C, isoform B	16.34	2	2	1	6614.2053	2	
M9MRG5	Taiman, isoform F	0.94	2	2	0	26235.244	2	
M9PCB7	Trailer hitch, isoform G	33.75	14	27	0	311214.44674	18	
M9PG97	Female sterile (2) ltoPP43, isoform C	7.63	2	2	0	7431.767	1	
O46231	FI18705p1	65.94	22	77	1	83824.32	1	
Q6IDE2	GH07226p	2.0	1	1	1	10022.795	1	
Q7JVH0	Splicing factor YJU2	4.8	1	1	1	4305.383	1	
Q7JVK1	Large ribosomal subunit protein uL18m	11.83	2	2	2	12108.161	2	
Q7K527	Tetraspanin	4.61	1	1	1	4448.991	1	
Q7KUV4	Uncharacterized protein, isoform A	16.67	1	1	1	201805.2	1	
Q8IQ80	GH06117p	2.97	2	2	0	103036.4612	2	
Q9VCT6	Uncharacterized protein	2.58	1	3	1	83928.2586	3	
Q9VHW5	LD38634p	17.32	2	3	2	19822.2365	3	
Q9VIZ1	Dynactin subunit 6	8.11	1	2	1	62486.30466	2	
Q9VJ44	propanoyl-CoA C-acyltransferase	22.36	8	23	1	28728.65	1	
Q9VVG5	RH19679p	14.44	1	3	1	991058.0285499999	3	
P09956	Regulatory protein zeste	2.96	2	2	0	3384.0884	1	
Q7K4H4	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	1.53	1	1	0	7950.6655	1	
Q7KNS3	Lissencephaly-1 homolog	1.7	1	1	0	9564.153	1	
Q8IN78	Mitochondrial import inner membrane translocase subunit Tim22	3.59	1	1	1	9872.71	1	
Q9VMV6	Thioredoxin reductase-like selenoprotein T homolog CG3887	4.55	1	1	0	42819.707	1	
Q9VPR7	UPAR/Ly6 domain-containing protein cold	9.15	1	1	1	9531.09	1	
A0A0B4K838	Guanine nucleotide-binding protein subunit gamma	10.61	1	1	1	48284.316	1	
B7Z0L1	Fasciclin 1, isoform E	50.48	29	163	0	11564776.36341	141	
C1C3E7	MIP09364p	61.25	22	85	1	2730.4614	1	
E1JH70	Kank, isoform E	2.57	2	2	0	4721.417200000001	2	
Q7K231	RING-type E3 ubiquitin transferase	3.87	2	3	2	3612.2983000000004	2	
Q7YZ93	Uncharacterized protein, isoform B	4.31	2	2	0	15147.344	1	
Q8IQH6	Nebulosa, isoform A	2.76	1	1	0	1070.4261	1	
Q8IRM1	Uncharacterized protein, isoform E	20.86	4	7	1	528.521	1	
Q9VBS0	CHK domain ov2	4.89	2	2	2	19548.631699999998	2	
Q9VCH9	LD07883p	8.66	2	2	2	42312.143000000004	2	
Q9VDJ8	Cuticular protein 92F	2.89	1	3	1	13376.8386	2	
Q9VFB5	DNA-directed RNA polymerase II subunit RPB7	11.56	2	2	2	33605.035	1	
Q9VID7	Lethal (2) k14505, isoform A	2.87	1	1	1	8654.6045	1	
Q9VL69	Translocon-associated protein subunit gamma	10.0	2	4	2	91401.6344	4	
Q9VLX9	Uncharacterized protein, isoform B	20.93	1	2	1	170205.655	2	
Q9VMY3	FI19613p1	1.5	1	1	1	8741.949	1	
Q9VND4	Vacuolar ATPase assembly protein VMA22	14.84	2	2	2	9245.8071	2	
Q9VS80	FI17864p1	2.34	1	1	1	6453.698	1	
Q9VWE8	Actin-related protein 10, isoform A	2.12	1	1	1	1529.9546	1	
Q9VZ69	IGF-II mRNA-binding protein	21.38	12	17	0	16556.408	1	
Q9VZF0	LD44732p	7.73	2	2	2	13615.782899999998	2	
Q9VZX7	Autophagy-related protein 2	0.58	1	1	1	4213.9316	1	
Q9VFR1	Protein Abitram	14.95	2	2	2	4016.1639999999998	2	
A0A0B4K6A2	Glial cell line-derived neurotrophic family receptor-like, isoform I	0.6	1	1	0	11586.893	1	
A0A0B4K6E6	Uncharacterized protein, isoform C	13.21	1	4	0	1037346.451	4	
A0A0B4KFS3	Thiamine pyrophosphokinase 1	4.73	1	1	0	44354.57	1	
A0A0B4KHR2	BRCA1-associated protein	1.61	1	1	0	6822.5117	1	
A0A6F7R657	Widerborst, isoform H	19.04	13	26	1	2274.9678	1	
D1YSG8	calcium/calmodulin-dependent protein kinase	38.61	21	43	1	114653.8744	5	
M9PCQ3	Protein phosphatase 1 regulatory subunit 12B	14.31	15	17	0	8088.4192	2	
M9PG37	Cytoplasmic linker protein 190, isoform R	30.92	49	88	1	11548.004	1	
Q0KHQ1	GEO13361p1	24.44	2	2	2	84700.6379	2	
Q4QPR8	GEO10187p1	9.76	1	2	1	61436.761	2	
Q7KB18	Epoxide hydrolase	11.45	3	3	2	7982.3712	2	
Q8IPL4	Lethal (2) 05714, isoform B	6.64	2	3	0	26542.0	3	
Q9V415	HMG-coA reductase degradation 3, isoform A	1.95	2	2	2	7646.4526000000005	2	
Q9VLL5	Alpha-N-acetylglucosaminidase	1.29	1	1	1	772.51483	1	
Q9VV37	GEO13385p1	10.1	1	6	1	120982.466	3	
Q9VVX6	BET1 homolog	9.4	1	1	1	43596.23	1	
Q9W152	RH33060p	16.9	1	1	1	2076.496	1	
P48613	Protein tipE	3.98	2	2	2	12396.2134	2	
Q9VGW1	Cadherin-86C	1.24	2	2	0	5495.73086	2	
Q9VSC1	Signal recognition particle 9 kDa protein	10.39	1	3	1	149338.8972	3	
A0A0B4K7H1	Hulk, isoform M	11.15	12	21	0	21088.188	1	
E1JGW3	Ion transport peptide, isoform E	8.33	1	4	0	236252.82749999998	4	
O76895	Arginase	7.69	2	2	2	7791.741	2	
Q8SYL1	Glutamate-rich WD repeat-containing protein 1	5.48	2	2	2	51812.043000000005	2	
Q9VAI3	FI06539p	10.08	1	1	1	8679.981	1	
Q9VB09	IP04131p	12.1	2	2	2	39384.64	2	
Q9VHN8	LD37279p	3.43	1	1	1	706.56604	1	
Q9VV18	Cuticle protein 16.5	8.24	1	2	1	155859.203	2	
Q9VZN6	Lipase domain-containing protein	4.36	1	2	1	43784.039	2	
Q9W1X6	GH06673p	8.33	2	2	2	20712.3505	2	
Q9W5E7	LP07417p	11.4	1	2	1	13388.299500000001	2	
Q9VMP9	Glucosamine-6-phosphate deaminase	10.99	3	4	0	31035.1226	4	
A0A0B4KGZ0	Methyl-CpG binding domain protein-like, isoform C	2.65	1	1	0	1880.3287	1	
A1ZAU6	FI05912p	1.83	1	1	0	2167.222	1	
Q0KI97	Protein FMC1 homolog	15.84	2	3	2	84500.061	3	
Q7K3Z8	GH01208p	2.35	1	2	1	16108.510300000002	2	
Q9VAN8	FI15955p1	6.46	1	1	1	13077.637	1	
Q9VLL4	FI23523p1	4.52	2	2	2	13065.035199999998	2	
Q9VP66	Uncharacterized protein, isoform L	12.13	5	5	1	12418.795	1	
Q9VT55	Uncharacterized protein, isoform N	6.42	8	12	0	30854.5754	4	
Q9W542	LD07342p	1.62	1	1	1	6821.0854	1	
Q9Y124	BcDNA.GH08385	2.68	1	1	1	2010.9943	1	
Q7JZM8	Large ribosomal subunit protein mL41	16.27	2	2	2	54553.606	2	
Q8IRU4	3',5'-cyclic-AMP phosphodiesterase, isoform F	22.96	12	20	1	532.2813	1	
Q9VTT0	Semaphorin 5c	1.92	2	2	2	12555.9806	2	
Q9XZT7	Transcription initiation factor TFIID subunit 10b	14.38	2	2	2	23400.54683	2	
A0A0B4LF27	Uncharacterized protein, isoform C	4.29	2	2	0	34912.337	2	
A1Z840	Cdc2-related kinase	4.13	2	3	2	60960.16	1	
G3JX30	Z band alternatively spliced PDZ-motif protein 52, isoform U	57.54	33	110	1	9583.738	1	
Q9W3S4	LD46272p	3.11	1	1	1	2745.985	1	
A8JQX3	Nocturnin	1.87	1	1	1	4022.6797	1	
Q9GYV5	NF-kappa-B essential modulator	21.71	6	6	1	10479.927	1	
Q9VUL1	CTP synthase	1.59	1	1	0	16244.161	1	
A0A0B4KI71	Microtubule-associated protein 205, isoform C	26.6	22	40	1	1733.3113	1	
A8JNN5	GTPase activating protein and centrosome-associated, isoform B	0.67	1	1	0	2143.6697	1	
B7Z0Z7	Venom dipeptidyl peptidase 4	9.54	9	11	0	156716.8478	9	
M9MRH8	CCR4-NOT transcription complex subunit 4	0.94	1	1	0	558.6655	1	
O76857	BCL7-like	13.64	2	2	2	23685.789	2	
Q7JY89	RE35124p	15.0	1	1	1	2497.115	1	
Q9VAN1	Reelin domain-containing protein	12.5	2	2	2	92126.68599999999	2	
A8JUP7	Serine protease Hayan	2.2	2	3	2	22646.0558	2	
P07664	Serendipity locus protein delta	4.16	2	2	2	20474.419	2	
Q9VGP0	D-aminoacyl-tRNA deacylase	9.49	2	2	2	56314.495	2	
Q9VUR7	Phosducin-like protein 1	6.88	2	2	2	3850.37646	2	
L0MPR2	Unc-13, isoform F	0.41	1	1	0	988.51	1	
M9MS21	Uncharacterized protein, isoform A	2.77	1	4	0	706293.4247	4	
Q8IQU7	825-Oak	26.36	2	3	0	10238.0897	2	
Q9VGM4	LD28119p	6.76	2	2	2	4422.805	2	
M9MRD1	Muscle-specific protein 300 kDa	2.65	29	30	0	69351.3548	11	
P11996	Larval serum protein 1 beta chain	0.89	1	1	0	8199.286	1	
Q9VS38	Mediator of RNA polymerase II transcription subunit 4	3.49	1	1	1	5707.3433	1	
Q7K0D3	CG12909 protein	3.2	1	1	1	10170.008	1	
Q962I2	small monomeric GTPase	59.39	10	28	1	209815.28100000002	2	
Q9VSK1	GH09510p	2.72	2	2	2	685.3944	1	
P18930	NADH-ubiquinone oxidoreductase chain 3	9.4	1	2	1	156495.777	2	
A0A0B4KGQ7	Uncharacterized protein, isoform D	2.96	1	2	0	4142.8018	2	
M9NDS8	Protein phosphatase 1 regulatory subunit 12B	12.05	14	16	0	358929.6401	13	
Q29R09	LD28546p	5.79	2	2	2	2069.97626	2	
Q8I0P8	Cuticular protein 65Av	10.81	1	2	1	1957.1744	1	
Q8SXC0	GH10306p	6.03	2	2	2	36917.63	1	
Q8SXK2	Probable arginine--tRNA ligase, mitochondrial	3.7	2	2	2	963.28253	1	
Q9VDC9	protein O-GlcNAcase	5.2	3	3	3	2166.0203	2	
Q9W0A9	GM02612p	3.06	1	1	1	1753.6381	1	
Q9VTU4	Eukaryotic translation initiation factor 3 subunit L	1.67	1	1	1	12690.452	1	
Q9I7C6	Cuticular protein 65Ax1	28.43	2	4	2	91135.519	4	
Q9VKW3	Activator 1 subunit 5	2.11	1	1	1	22283.66	1	
Q9VT02	Chitin-binding type-2 domain-containing protein	9.25	1	1	1	6080.4937	1	
Q9VV29	GEO12576p1	9.68	1	2	0	96464.647	2	
P45884	Attacin-A	5.36	1	2	0	120528.702	2	
Q8INE8	type I protein arginine methyltransferase	2.32	1	1	0	1325.2375	1	
Q9VI70	GPN-loop GTPase 3	3.18	1	1	1	30645.838	1	
Q9VV27	MIP11526p	15.25	2	2	2	72874.62100000001	2	
O76324	Discs overgrown protein kinase	2.27	1	1	0	1708.1477	1	
Q8MUJ1	Tumor necrosis factor family member eiger	2.41	1	1	1	8776.827	1	
Q9VFL9	FI07901p	6.08	2	2	2	3287.8275	2	
A0A0B4JCW7	TBC1 domain family member 30	0.66	2	2	0	320.65744	1	
A0A0B4LGV1	ER membrane protein complex subunit 1	1.87	2	2	0	18977.337	2	
A1ZAX7	Uncharacterized protein	18.25	2	3	2	73213.83455	3	
Q9VEQ0	Xylulose kinase	1.99	1	1	1	593.6632	1	
Q9W2Y4	RNA-binding protein NOB1	2.54	1	1	1	15857.235	1	
Q94900	Glutamate-gated chloride channel	2.19	1	1	0	39302.203	1	
A0A0B4KI11	Uncharacterized protein, isoform E	1.24	1	1	0	4227.8496	1	
Q2PDU0	GEO11169p1	9.84	1	1	1	7143.3	1	
Q9VF46	GH25158p	7.34	2	3	2	50700.586500000005	3	
Q9VSD8	IP10160p	6.67	2	2	2	8125.460599999999	2	
Q9VV95	Uncharacterized protein, isoform B	11.02	1	1	1	19683.95	1	
Q9VDT6	rRNA methyltransferase 2, mitochondrial	3.6	1	1	1	19045.197	1	
Q9VC49	DNA-directed RNA polymerases I, II, and III subunit RPABC5	13.43	1	2	1	44901.228	2	
Q9VYX7	Peptidoglycan-recognition protein SA	5.42	1	1	0	3873.9888	1	
Q9VGD0	Defective proboscis extension response 15, isoform A	1.36	1	1	1	10831.833	1	
Q9VCE6	N(6)-adenosine-methyltransferase MT-A70-like protein	1.48	1	1	1	667.37024	1	
A8JNU1	adenylate cyclase	1.02	1	1	0	5050.477	1	
Q9W2E3	Negative cofactor 2alpha	3.23	1	1	1	17324.072	1	
Q7JW46	RE25483p	17.0	1	1	1	529.6523	1	
Q7K010	Tetraspanin	5.0	1	2	1	12591.0095	2	
Q9VUR4	FI11905p	11.6	4	9	1	14544.385	1	
Q9VIU7	Dolichol-phosphate mannosyltransferase subunit 1	9.54	2	2	2	7913.065500000001	2	
A0A0B4LGA2	RRM domain-containing protein	1.97	1	1	1	3172.433	1	
A8DYU1	GRAM domain containing 1B, isoform D	0.66	1	1	0	5202.0557	1	
Q9VLR2	Cytidine deaminase	9.41	2	2	2	32382.673	2	
P52656	Transcription initiation factor IIA subunit 2	15.09	2	3	2	47537.31150000001	3	
Q9VX25	Ubiquitin-conjugating enzyme E2 S	3.35	1	1	0	661.33026	1	
A8JNV2	Uncharacterized protein	10.71	1	2	1	8874.9424	2	
Q9VRX7	LD29573p	1.32	1	1	1	5912.8315	1	
Q9VMH7	Protein-lysine N-methyltransferase CG9154	4.93	1	1	0	37464.676	1	
O46099	EG:8D8.2 protein	0.78	1	1	1	1372.826	1	
Q8SWU4	RE25571p	17.3	6	12	1	24562.24	1	
Q9VHW6	18S rRNA (guanine-N(7))-methyltransferase	8.33	2	2	2	13744.5956	2	
Q9VRA0	Migration and invasion enhancer 1	7.37	1	2	1	59870.78	2	
P91943	Protein pangolin, isoforms A/H/I/S	1.46	1	1	0	2109.0713	1	
Q8T4E1	Putative GPI-anchor transamidase	2.54	1	1	1	20114.621	1	
M9ND31	Glucosamine-6-phosphate isomerase	13.97	4	5	1	25663.629	1	
Q9VEP0	Regulatory protein zeste	2.17	1	2	1	1722.9596	1	
Q8IRD6	Dro4 protein	33.8	2	2	2	40972.48	2	
Q8SXW3	GV1, isoform B	4.44	1	2	0	31979.232000000004	2	
A1Z9M6	Vesicular inhibitory amino acid transporter	2.91	2	2	2	20758.053200000002	2	
