Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127N, Sample, n/a, SFug_M2	Abundances Count: F5: 127N, Sample, n/a, SFug_M2	Modifications
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	66.89	9	19	1	246863.6421	18	
Q9VZS1	protein-serine/threonine phosphatase	12.67	4	4	4	26544.0924	3	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	14.15	11	14	11	85084.47762	13	
Q9VZV2	Chitinase 7	3.75	4	5	4	11437.8294	4	
Q9VZW1	Phospholipid scramblase	11.03	3	6	3	55871.3998	5	
Q9VZW7	Carnitine palmitoyltransferase 2	4.2	3	3	3	3500.8966	3	
Q9VZX6	LD06441p	3.99	1	1	1	52132.3	1	
Q9VZY0	LD45195p	18.85	5	7	5	100590.71887	6	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	11.35	5	5	3	15375.79276	4	
Q9VZZ5	GEO12033p1	21.68	3	7	3	153991.90449999998	6	
Q9VZZ6	CG16985 protein	34.9	5	11	5	268783.9091	11	
Q9W022	GEO01508p1	49.3	7	34	7	765755.9406	34	
Q9W073	RH22148p	9.41	2	2	2	15296.34916	2	
Q9W077	Cuticular protein 62Bc, isoform A	26.11	3	20	3	606686.0774	20	
Q9W078	Cuticular protein 62Bb, isoform A	35.05	4	11	3	242899.1048	11	
Q9W086	Large ribosomal subunit protein mL46	23.64	6	8	6	68190.7745	7	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	42.11	4	6	3	73584.3566	5	
Q9W095	glycerol kinase	2.6	2	2	2	492.70325	1	
Q9W0A8	FI01658p	14.08	4	10	4	235392.2007	10	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	31.33	10	18	10	237581.1029	18	
Q9W0C3	GH11843p	46.94	12	16	12	142124.53744	14	
Q9W0D3	GH15728p	1.09	2	2	2	7069.264	1	
Q9W0D9	choline-phosphate cytidylyltransferase	7.61	3	5	1	26634.652	1	
Q9W0H6	Acetyl-CoA acetyltransferase 2	31.12	9	14	9	123084.59235	12	
Q9W0H8	Reticulocalbin-3	37.39	12	19	6	283030.1547	18	
Q9W0J9	GH07301p	33.85	8	16	8	256179.28486	14	
Q9W0K9	LD10220p	11.61	2	3	2	5818.4932	2	
Q9W0M4	Endoplasmic reticulum transmembrane protein	25.88	6	13	5	100783.71887	11	
Q9W0M5	Protein DPCD	9.91	2	2	2	4166.9571	2	
Q9W0N6	LD27967p	9.57	3	3	3	9897.7844	3	
Q9W0P4	GEO05053p1	15.45	3	3	3	29013.7388	3	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	10.23	2	2	2	37506.982	2	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.31	1	1	1	7023.198	1	
Q9W0R0	Cell division cycle 5, isoform A	10.44	8	9	8	35679.73284	8	
Q9W0U0	glycerol kinase	5.39	2	3	1	13205.8837	3	
Q9W0X0	Scavenger receptor class B member 1	8.89	5	7	0	91763.489	7	
Q9W0X1	GH15894p	5.72	3	3	3	20005.3289	3	
Q9W0X2	GEO07322p1	33.88	4	5	4	38677.3453	4	
Q9W0X3	LD24657p	12.55	3	6	1	86985.6852	6	
Q9W0Z5	LP09747p	10.07	5	12	5	73526.44699	12	
Q9W114	IP05433p	22.5	2	3	2	8136.4743	2	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	63.43	9	41	9	655225.20074	36	
Q9W127	Isochorismatase domain-containing protein 1	34.62	6	12	6	151561.924	11	
Q9W136	Uncharacterized protein	33.82	6	17	6	119350.1329	13	
Q9W140	Regulatory protein zeste	14.35	5	7	5	12445.73734	6	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	6.36	4	4	4	8183.8150000000005	2	
Q9W149	RING-type E3 ubiquitin transferase	1.96	2	2	2	3591.4728999999998	2	
Q9W158	LD36772p	6.51	2	3	2	61608.13	3	
Q9W199	GEO07594p1	10.97	2	3	2	56471.519	3	
Q9W1B9	Large ribosomal subunit protein uL11	24.24	5	19	5	921201.2390000001	17	
Q9W1C8	LD24355p	20.11	8	10	8	41601.2317	9	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	10.47	2	3	2	10685.0388	3	
Q9W1F2	FI07217p	5.93	2	2	2	6478.191	1	
Q9W1F7	IP15825p	26.5	11	33	11	621204.87158	29	
Q9W1F8	GEO08248p1	23.31	4	8	4	108315.7827	8	
Q9W1G7	LD21576p	31.62	10	17	10	337449.73018	17	
Q9W1H5	Decapping protein 1, isoform A	18.82	6	9	6	114960.621	9	
Q9W1H6	GH04238p	13.85	3	7	3	20582.3122	4	
Q9W1H8	acetyl-CoA C-acyltransferase	36.89	17	44	17	779059.4495	38	
Q9W1I8	LD03592p	36.97	8	15	8	144693.77949000002	10	
Q9W1L1	Large ribosomal subunit protein mL43	17.19	3	4	3	13530.398299999999	3	
Q9W1L8	GH11818p	5.92	2	2	2	2557.46314	2	
Q9W1M9	Exosome complex component RRP4	20.47	5	5	5	9040.4948	3	
Q9W1N3	Levy, isoform A	32.11	4	16	4	549385.6492	14	
Q9W1N4	Serine-threonine kinase receptor-associated protein	2.74	1	1	1	6556.868	1	
Q9W1R0	RH49821p	4.13	2	2	2	14270.0	2	
Q9W1R3	Golgin-245	5.17	7	8	7	36712.8287	7	
Q9W1V8	CG9893 protein	27.6	5	7	5	35334.85365	7	
Q9W1W4	RE45066p	15.81	5	7	5	69274.67629999999	6	
Q9W1X5	GH04942p	16.93	24	31	4	352033.24155000004	29	
Q9W227	Peptidyl-prolyl cis-trans isomerase	63.9	12	62	12	1576320.51655	50	
Q9W229	40S ribosomal protein S24	37.4	5	7	5	208374.45309999998	6	
Q9W236	Vacuolar protein sorting 20, isoform A	19.34	6	8	6	64590.82447	8	
Q9W253	Small ribosomal subunit protein mS29	11.48	4	5	4	24969.427900000002	5	
Q9W254	Quaking related 58E-2, isoform A	28.12	13	21	12	138956.95653999998	21	
Q9W257	RH13652p	6.99	2	3	2	51780.972	3	
Q9W258	Babos, isoform A	30.1	6	17	6	312975.9679	15	
Q9W259	FI23916p1	18.69	7	10	7	77628.2675	8	
Q9W260	GH03113p	12.2	7	13	7	89353.0236	11	
Q9W287	Cuticle protein 16.5-like	15.21	2	2	2	9475.301599999999	2	
Q9W289	Golgi matrix protein 130 kD	25.53	17	22	17	114895.37779	17	
Q9W298	Sugar phosphate phosphatase	6.69	3	3	3	5887.1062999999995	3	
Q9W299	Sugar phosphate phosphatase	3.9	2	2	2	14554.2942	2	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	40.0	4	25	4	437279.29335	23	
Q9W2J4	UDP-glucuronosyltransferase	4.14	2	2	2	16737.6754	2	
Q9W2J5	Uncharacterized protein, isoform A	20.87	8	12	0	68880.13161	10	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	22.63	3	3	3	26492.757	2	
Q9W2L6	RH02475p	36.23	21	49	21	840752.21081	48	
Q9W2M0	LD23155p	16.85	11	18	11	124096.8857	17	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	10	44	10	2332776.6778	42	
Q9W2M9	FI16623p1	14.71	2	3	2	20367.7398	3	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	13.92	1	3	1	20233.4676	3	
Q9W2S2	Autophagy-related 8a, isoform A	17.36	3	7	1	150503.7911	6	
Q9W2U8	Neb-cGP, isoform A	20.83	1	9	1	83637.1499	5	
Q9W2V2	FI20035p1	10.07	5	5	5	19042.13	3	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	109	11	7975571.60661	90	
Q9W2Z7	Uncharacterized protein, isoform B	15.93	6	22	0	87548.82594	15	
Q9W2Z9	RE65233p	8.65	2	2	2	12757.611	2	
Q9W306	GEO08256p1	14.05	2	2	2	19699.154	2	
Q9W308	GH05731p	16.18	2	3	2	28160.489	3	
Q9W309	GEO08445p1	38.27	7	10	7	115658.7457	8	
Q9W314	GH14088p	9.07	4	4	3	42238.2626	4	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	14.85	10	10	10	53887.6634	8	
Q9W330	Phosphotransferase	44.18	19	34	3	717040.3131	32	
Q9W335	Translocon-associated protein subunit alpha	20.2	3	3	3	52197.004499999995	3	
Q9W337	GH19985p	44.5	8	13	8	79095.6296	11	
Q9W370	GEO12084p1	38.52	4	8	4	213949.14275	7	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	1.4	1	1	1	4251.449	1	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	0.87	1	1	1	1623.7705	1	
Q9W392	T-complex protein 1 subunit beta	31.96	16	29	16	520640.06443	27	
Q9W396	FI06908p	17.5	6	7	6	89171.9048	6	
Q9W3B3	Uroporphyrinogen-III synthase	6.86	2	2	2	11440.8415	2	
Q9W3C3	LD10016p	19.53	9	11	9	52111.13965	9	
Q9W3C4	beta-N-acetylhexosaminidase	8.36	5	5	5	30157.454569999998	5	
Q9W3F6	Bleomycin hydrolase	17.01	7	8	1	23693.341399999998	6	
Q9W3G8	pyridoxal 5'-phosphate synthase	15.02	3	3	3	17211.185	3	
Q9W3H4	LD36273p	52.23	11	23	11	282196.2412	19	
Q9W3J1	G protein beta subunit 5	19.27	5	5	5	30446.80937	5	
Q9W3J6	FI06457p	2.33	1	1	1	2318.7534	1	
Q9W3K6	LD35927p	4.62	4	5	3	64976.22549999999	5	
Q9W3K9	Short-chain dehydrogenase/reductase 3	26.25	9	16	9	347982.6812	13	
Q9W3L4	GH20802p	20.29	8	14	8	126388.5349	12	
Q9W3M7	RNA helicase	13.12	12	14	11	49537.1669	10	
Q9W3M8	LD34211p	38.19	8	9	8	187239.3968	7	
Q9W3N1	RH59310p	3.12	1	1	1	7286.83	1	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	35.71	2	6	2	44217.0172	6	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	42.44	14	33	14	709512.3668	33	
Q9W3Q0	FI07418p	10.09	2	5	1	583.04425	1	
Q9W3Q1	GM14286p	5.68	2	2	2	4642.92834	2	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	21.43	6	10	6	71788.55227	10	
Q9W3S3	LP10445p	16.22	2	3	2	2547.2566	1	
Q9W3T2	Coiled-coil domain-containing protein 25	23.92	7	8	7	49031.977100000004	7	
Q9W3T9	GM01152p	31.93	8	17	8	209039.24713	15	
Q9W3U9	CG14434-PA	26.74	5	6	0	77809.361	6	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	10.89	3	4	3	8217.7183	2	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	17.81	4	5	4	52907.3663	5	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	57.71	11	52	11	1678320.0835	50	
Q9W3X8	RH42690p	11.42	4	5	4	9030.3073	4	
Q9W3Y3	Calcyclin-binding protein	39.13	9	14	9	104987.22503	10	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	55.19	10	61	10	862228.17157	44	
Q9W403	LD24968p	14.47	6	7	6	27378.4951	7	
Q9W404	GH10714p	17.98	6	8	5	40285.9456	7	
Q9W411	Uncharacterized protein, isoform A	4.7	1	2	1	12952.4439	2	
Q9W414	Regulatory particle triple-A ATPase 4	44.33	18	28	13	436480.84133	27	
Q9W425	Rabconnectin-3A	0.99	3	3	3	6198.9805	1	
Q9W457	Serine hydroxymethyltransferase	33.15	22	60	0	1282073.41785	48	
Q9W461	LD23868p	11.54	6	8	6	38573.55864	7	
Q9W483	GH18971p	8.49	3	6	3	28530.2462	3	
Q9W486	LD13361p	3.58	2	2	0	5674.37017	2	
Q9W499	Large ribosomal subunit protein uL29	11.38	2	5	2	80809.3192	4	
Q9W4A0	GH11193p	31.98	6	10	6	108018.8072	9	
Q9W4A6	Otopetrin-like a, isoform A	4.8	4	4	1	11806.3069	3	
Q9W4C2	lysozyme	11.84	2	3	2	21945.2846	3	
Q9W4I3	Large ribosomal subunit protein uL30m	35.56	8	8	8	61089.55276	8	
Q9W4J7	Uncharacterized protein	3.66	1	1	1	7907.9736	1	
Q9W4K0	CHOp24, isoform A	42.79	8	22	8	360608.31532	18	
Q9W4M7	Twenty-four, isoform B	1.2	2	2	1	797.4476	1	
Q9W4N8	LD30122p	50.93	10	48	0	1148539.40282	44	
Q9W4U2	RH09070p	45.38	8	22	8	258570.9305	17	
Q9W4W4	RING-type E3 ubiquitin transferase	1.44	1	1	1	4050.0325	1	
Q9W4W5	RE47284p	13.77	5	6	5	87884.3024	6	
Q9W4W8	Paraplegin, isoform A	15.26	12	16	12	69187.8561	13	
Q9W4Y1	aralkylamine N-acetyltransferase	26.32	6	10	6	115471.3232	10	
Q9W4Z1	EG:BACH48C10.5 protein	3.08	3	3	0	3226.2326000000003	2	
Q9W4Z2	Large ribosomal subunit protein uL14m	25.47	5	5	5	24496.47803	5	
Q9W503	RH61816p	35.31	10	15	10	200615.7805	12	
Q9W5B4	GH18858p	27.59	8	18	8	76069.49036	13	
Q9W5B5	Gamma-butyrobetaine dioxygenase	2.46	1	1	1	5199.3853	1	
Q9W5G7	EG:BACR37P7.8 protein	4.25	1	2	0	25640.432500000003	2	
Q9W5R5	Sarcolemmal membrane-associated protein	4.12	4	4	4	19307.5487	4	
Q9W5W7	GH19483p	5.32	3	3	3	21481.8356	2	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	45.83	13	26	13	530405.1484	26	
Q9W5X0	LD21953p	19.4	4	21	0	63793.774000000005	2	
Q9XTL2	Jak pathway signal transduction adaptor molecule	13.79	9	11	9	62031.30336	10	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	22.49	6	7	6	63971.854550000004	7	
Q9XYZ9	Glutathione S transferase E12, isoform A	59.64	11	56	11	2946823.7223900002	49	
Q9XZ19	Uncharacterized protein	13.29	4	6	4	47577.4487	6	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	38.58	12	21	12	188720.96394	19	
Q9Y0Y5	Coatomer subunit epsilon	29.41	9	16	9	179947.0516	15	
Q9Y112	BcDNA.GH10614	74.68	22	78	20	2137828.59828	63	
Q9Y114	UBX domain-containing protein 4	32.77	19	32	19	231053.37435	29	
Q9Y119	BcDNA.GH08860	19.65	16	22	16	64373.43746	17	
Q9Y125	BcDNA.GH08312	23.19	22	81	2	2461103.3818	68	
Q9Y128	Ceramide transfer protein	6.16	4	5	2	28694.418	4	
Q9Y136	Neprilysin-like 21	9.9	6	6	5	24395.22196	6	
Q9Y143	BcDNA.GH05536	50.38	10	42	10	764598.88956	34	
Q9Y156	BcDNA.GH02976	10.39	3	4	3	18233.096100000002	3	
Q9Y162	vesicle-fusing ATPase	36.88	21	44	21	607080.19605	39	
Q9Y164	BcDNA.GH02439	56.52	18	85	0	2004606.45041	78	
Q9Y165	E2 ubiquitin-conjugating enzyme	6.31	2	2	2	2822.9204	1	
Q9Y171	BcDNA.GH02220	10.2	4	6	4	27588.9922	6	
R9PY51	Uncharacterized protein	34.95	5	71	5	660048.28105	27	
X2J4C1	Synaptotagmin 1, isoform I	63.35	27	89	1	1559694.9616	78	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	6.13	8	8	1	55636.8559	5	
X2J979	Synaptotagmin 1, isoform H	64.06	28	90	1	53544.746100000004	7	
X2JAT7	Fasciclin 3, isoform G	15.26	7	20	1	27785.8927	2	
X2JAZ3	mitogen-activated protein kinase kinase	5.85	3	5	0	32686.5189	5	
X2JB48	ADP/ATP translocase	67.56	22	106	1	1715700.88008	87	
X2JCY4	Stoned B, isoform H	15.39	15	23	0	157737.10650999998	22	
X2JDJ5	Multiple edematous wings, isoform F	2.09	2	2	0	12301.2288	2	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	21.85	11	91	0	2559487.14593	68	
X2JEN5	Uncharacterized protein, isoform H	20.36	4	6	2	16685.298000000003	2	
X2JKC1	Lipid storage droplet-2, isoform E	43.58	12	36	0	10646.2683	2	
P10674	Fasciclin-1	51.07	33	127	1	1933.5449	1	
P32865	G protein-coupled receptor kinase 1	1.0	1	1	0	1636.5837	1	
Q08605	Transcription activator GAGA	2.24	1	1	0	9074.919	1	
Q9V3H8	NTF2-related export protein	5.26	1	1	0	3328.4675	1	
Q9V770	Probable cytochrome P450 6a17	4.99	3	4	0	3575.5662	2	
Q9VE09	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	4.13	2	2	2	4219.773	1	
Q9VES1	ADP-ribosylation factor-like protein 6-interacting protein 1	4.06	1	1	0	15293.475	1	
Q9VK68	PITH domain-containing protein CG6153	3.79	1	1	0	8490.416	1	
Q9VVW5	Dual specificity protein phosphatase Mpk3	6.57	3	3	0	13794.0776	3	
Q9VWS2	Nucleoporin Nup35	2.11	1	1	1	4923.4746	1	
Q9XZT1	Mediator of RNA polymerase II transcription subunit 18	4.61	1	1	0	599.419	1	
A0A0B4JD15	Guanine nucleotide-binding protein subunit alpha	11.38	4	9	0	25673.9177	3	
A0A0B4K7U4	Muscleblind, isoform H	2.0	2	2	0	12118.725600000002	2	
A0A0B4KEZ2	Nervy, isoform D	2.77	2	2	0	2287.2378	1	
A0A0B4KFE3	Toutatis, isoform F	0.26	1	1	0	4712.3677	1	
A0A0S0WPM5	Uncharacterized protein, isoform D	6.85	2	2	0	3756.2532	1	
A0ACD4DAB9	Bruchpilot, isoform R	53.14	99	280	0	35250.255	2	
A1Z7M0	Space blanket	5.71	1	1	1	3647.594	1	
A8JNQ4	RNA-binding Fox protein 1, isoform I	5.65	4	4	0	26050.606399999997	3	
B5RJS0	IP20241p	0.73	1	1	0	475.29672	1	
E1JHJ9	Cytoplasmic linker protein 190, isoform M	31.18	45	75	1	3242.0846	2	
E1JJM0	FI20063p1	16.38	9	12	0	86861.92259999999	10	
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	3.22	1	1	1	1905.1326	1	
M9PEX2	Uncharacterized protein, isoform D	24.63	12	25	1	10810.348	1	
M9PHI0	Hyperkinetic, isoform M	7.78	5	5	1	62294.038609999996	4	
Q0E9D9	Uncharacterized protein, isoform A	23.19	13	25	1	9052.729	1	
Q5U0V7	phosphoinositide 5-phosphatase	0.66	1	1	1	554.15027	1	
Q6NLA3	V-type proton ATPase subunit a	7.39	5	8	0	116692.36846000001	8	
Q7K1Q7	Ribosome assembly factor mrt4	9.77	3	3	3	47443.778999999995	2	
Q7PLV6	FI02158p	0.85	1	1	1	734.1803	1	
Q8I937	Ribosome biogenesis regulatory protein	7.45	3	3	3	8921.1744	3	
Q8MPN6	Serpin 4	17.68	6	7	0	2492.5076	1	
Q9I7N2	Nucleoporin NUP42	2.01	1	1	0	5417.8857	1	
Q9VCS2	Short-chain dehydrogenase/reductase 3	7.17	2	2	2	8385.182	1	
Q9VG79	Xaa-Pro dipeptidase	3.26	2	2	2	5077.554	1	
Q9VHX1	LD44032p	4.04	1	1	1	934.00714	1	
Q9VKC1	IP16805p	3.89	1	1	1	4603.5186	1	
Q9VM94	Homer, isoform B	43.32	14	33	1	4237.994	1	
Q9VRT7	U6 snRNA-associated Sm-like protein LSm5	46.15	2	3	2	5933.1944	2	
Q9VSE8	UDP-glucuronic acid decarboxylase 1	3.85	2	2	2	3266.1623	2	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	14.74	2	3	2	63270.2033	3	
Q9VTY1	LD40136p	2.4	1	2	1	6409.7085	1	
Q9VYI2	BRMS1 transcriptional repressor	3.09	1	1	1	786.99115	1	
Q9W2N5	GH10162p	3.47	2	2	2	926.0212	1	
Q9W362	La-related protein 7	1.85	1	1	1	855.75323	1	
Q9W525	LD08195p	2.32	1	1	0	4941.222	1	
Q9XYN7	Proteasome subunit beta type-3	4.88	1	1	1	32065.861	1	
A0A6M3Q6Z1	Stambha A, isoform F	1.56	1	1	0	907.44574	1	
B7YZX9	Uncharacterized protein, isoform B	17.62	3	5	0	46913.814	5	
E1JJ83	Os-C, isoform B	7.19	1	1	0	1678.307	1	
M9PCB7	Trailer hitch, isoform G	21.93	10	18	0	110978.99029	15	
Q7JVH0	Splicing factor YJU2	4.8	1	1	1	3436.3257	1	
Q7JVK1	Large ribosomal subunit protein uL18m	11.83	2	2	2	5263.72	1	
Q86BB4	Transforming acidic coiled-coil protein, isoform E	39.18	10	10	1	3803.0542	1	
Q8IQ80	GH06117p	3.39	2	2	0	3370.38045	2	
Q9VIZ1	Dynactin subunit 6	8.11	1	2	1	17539.5159	2	
Q9VJG2	RRM domain-containing protein	1.84	1	1	1	3134.9478	1	
Q7K4H4	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	1.53	1	1	0	1739.0723	1	
Q9VMV6	Thioredoxin reductase-like selenoprotein T homolog CG3887	10.1	1	2	0	2076.2120400000003	2	
A0A0B4K838	Guanine nucleotide-binding protein subunit gamma	10.61	1	1	1	9771.761	1	
B7Z0L1	Fasciclin 1, isoform E	51.92	32	126	0	3621037.06014	112	
E1JH70	Kank, isoform E	1.28	1	1	0	2081.564	1	
M9NFP1	Jim, isoform E	0.85	1	1	0	5404.1133	1	
Q7K231	RING-type E3 ubiquitin transferase	3.87	2	2	2	2452.79326	2	
Q7KN85	ATP-citrate synthase	10.79	9	11	1	1698.1866	1	
Q8IQH6	Nebulosa, isoform A	4.88	2	2	0	4744.251399999999	2	
Q9VBS0	CHK domain ov2	2.2	1	1	1	1700.8684	1	
Q9VCH9	LD07883p	4.72	1	1	1	715.4463	1	
Q9VDJ8	Cuticular protein 92F	2.89	1	3	1	6427.80024	3	
Q9VFB5	DNA-directed RNA polymerase II subunit RPB7	11.56	2	2	2	7375.9185	1	
Q9VID7	Lethal (2) k14505, isoform A	2.51	1	1	1	7184.2627	1	
Q9VL69	Translocon-associated protein subunit gamma	10.0	2	3	2	30601.867	3	
Q9VLX9	Uncharacterized protein, isoform B	20.93	1	1	1	1685.8862	1	
Q9VMY3	FI19613p1	1.5	1	1	1	6498.8433	1	
Q9VS80	FI17864p1	2.6	1	2	1	2591.542	1	
Q9VZF0	LD44732p	3.61	1	1	1	2345.5862	1	
Q9VZX7	Autophagy-related protein 2	1.05	2	4	2	100215.4541	4	
Q9W249	IP21806p	2.24	1	1	1	377.91534	1	
A0A0B4K6A2	Glial cell line-derived neurotrophic family receptor-like, isoform I	0.6	1	1	0	4917.2344	1	
A0A0B4K6E6	Uncharacterized protein, isoform C	13.21	1	3	0	26284.384	3	
A0A0B4KFS3	Thiamine pyrophosphokinase 1	3.64	1	1	0	15340.79	1	
D1YSG8	calcium/calmodulin-dependent protein kinase	33.15	19	42	1	89580.96860000001	7	
M9PCQ3	Protein phosphatase 1 regulatory subunit 12B	6.66	7	7	0	4306.477	1	
Q0KHQ1	GEO13361p1	11.11	1	1	1	646.28455	1	
Q4QPR8	GEO10187p1	19.51	2	2	2	12121.864500000001	2	
Q7KV89	Mitogen-activated protein kinase kinase kinase kinase	0.64	1	3	0	45358.136	3	
Q9V415	HMG-coA reductase degradation 3, isoform A	1.1	1	1	1	1761.9047	1	
Q9VEV5	Small ribosomal subunit protein mS33	6.19	1	1	1	4722.013	1	
Q9VLL5	Alpha-N-acetylglucosaminidase	0.9	1	1	1	653.08093	1	
Q9VV37	GEO13385p1	10.1	1	5	1	5447.8243999999995	2	
Q9VVX6	BET1 homolog	16.24	2	2	2	24899.666	2	
Q9VWH1	Uncharacterized protein, isoform D	4.94	1	1	0	6477.2983	1	
Q9W152	RH33060p	16.9	1	1	1	1858.1748	1	
A0A0B4K7H1	Hulk, isoform M	7.71	7	9	0	3846.5259699999997	2	
E1JGW3	Ion transport peptide, isoform E	8.33	1	2	0	25475.836000000003	2	
M9PDY5	Girdin, isoform C	0.94	1	1	0	3657.7847	1	
Q9VAI3	FI06539p	10.08	1	2	1	9713.3907	2	
Q9VB09	IP04131p	5.73	1	1	1	9795.162	1	
Q9VV18	Cuticle protein 16.5	8.24	1	3	1	23186.489999999998	3	
Q9W5E7	LP07417p	11.4	1	1	1	1960.9218	1	
P17917	DNA sliding clamp PCNA	2.69	1	1	1	4326.3164	1	
Q9VMP9	Glucosamine-6-phosphate deaminase	15.02	5	7	0	115820.2877	6	
A0A0B4KGZ0	Methyl-CpG binding domain protein-like, isoform C	2.65	1	1	0	1687.7593	1	
A0A0B4KHA7	Julius seizure, isoform D	18.01	5	8	0	3134.853	2	
A0A0C4DHE7	Glutamate dehydrogenase	47.83	18	60	1	8644.044	1	
A1Z872	CAP, isoform D	25.05	11	20	1	1814.4913	1	
A4UZU8	Sterile20-like kinase, isoform G	5.13	6	7	1	5171.302	1	
Q0KI97	Protein FMC1 homolog	6.93	1	1	1	5114.334	1	
Q7K3Z8	GH01208p	13.24	2	2	2	828.9819	1	
Q9VAN8	FI15955p1	6.46	1	1	1	3467.6343	1	
Q9VLL4	FI23523p1	1.81	1	1	1	858.1613	1	
Q9VT55	Uncharacterized protein, isoform N	3.73	5	8	0	25763.383700000002	2	
P08841	Tubulin beta-3 chain	23.13	10	131	0	5031.9634	1	
Q7JZM8	Large ribosomal subunit protein mL41	9.64	1	1	1	9733.905	1	
Q8IRU4	3',5'-cyclic-AMP phosphodiesterase, isoform F	16.77	9	12	1	633.7407	1	
Q9VTT0	Semaphorin 5c	0.91	1	1	1	4719.9644	1	
Q9XZT7	Transcription initiation factor TFIID subunit 10b	8.9	1	1	1	1786.9165	1	
A0A0B4LF27	Uncharacterized protein, isoform C	6.31	3	3	0	8528.8348	2	
Q9W3S4	LD46272p	3.11	1	1	1	2379.8237	1	
A8JQX3	Nocturnin	1.71	1	1	1	2041.5413	1	
Q9VCI5	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	5.49	1	2	1	15920.002999999999	2	
A8JNN5	GTPase activating protein and centrosome-associated, isoform B	1.09	1	1	0	492.6343	1	
B7Z0Z7	Venom dipeptidyl peptidase 4	6.9	6	7	0	37916.48504	7	
Q7JY89	RE35124p	15.0	1	1	1	1604.7085	1	
Q9VAN1	Reelin domain-containing protein	12.5	2	3	2	21101.420299999998	3	
A8JUP7	Serine protease Hayan	1.1	1	1	1	2504.03	1	
P07664	Serendipity locus protein delta	2.54	1	1	1	8108.428	1	
M9MS21	Uncharacterized protein, isoform A	2.77	1	4	0	216317.755	4	
Q9VGM4	LD28119p	2.94	1	1	1	1419.5747	1	
M9MRD1	Muscle-specific protein 300 kDa	1.44	17	17	0	17794.96822	5	
Q9VS38	Mediator of RNA polymerase II transcription subunit 4	7.36	2	2	2	9955.0047	2	
E1JJ37	Complexin, isoform W	65.47	9	67	1	4197.3726	1	
Q7K0D3	CG12909 protein	3.2	1	1	1	983.9722	1	
Q962I2	small monomeric GTPase	50.76	8	21	1	3600.942	1	
Q9VF73	FI17904p1	0.98	1	1	0	1652.8224	1	
Q9VSK1	GH09510p	2.72	2	2	2	2106.6357	1	
P18930	NADH-ubiquinone oxidoreductase chain 3	9.4	1	2	1	31760.2226	2	
A4V134	calcium/calmodulin-dependent protein kinase	33.99	19	42	1	5240.994	1	
M9NDS8	Protein phosphatase 1 regulatory subunit 12B	6.1	7	7	0	34099.29994	7	
Q29R09	LD28546p	3.02	1	1	1	660.2178	1	
Q6AWJ5	LP12324p	23.56	8	11	1	763.7987	1	
Q8I0P8	Cuticular protein 65Av	10.81	1	2	1	1547.3468	1	
Q9VQT5	FI01556p	13.92	1	3	1	57373.382600000004	3	
Q9W0A9	GM02612p	3.06	1	1	1	3656.597	1	
Q9VTU4	Eukaryotic translation initiation factor 3 subunit L	1.67	1	1	1	1848.0048	1	
